"v1.1","v1.2","v1.3","v1.4","v1.5","v1.6","v1.7","v1.8","v1.9","v1.10","v2.1","v2.2","v2.3","v2.4","v2.5","v2.6","v2.7","v2.8","v2.9","v2.10","v3.1","v3.2","v3.3","v3.4","v3.5","v3.6","v3.7","v3.8","v3.9","v3.10","v4.1","v4.2","v4.3","v4.4","v4.5","v4.6","v4.7","v4.8","v4.9","v4.10","v5.1","v5.2","v5.3","v5.4","v5.5","v5.6","v5.7","v5.8","v5.9","v5.10","v6.1","v6.2","v6.3","v6.4","v6.5","v6.6","v6.7","v6.8","v6.9","v6.10","v1","v2","v3","v4","v5","v6"
2,3,3,3,3,4,2,1,2,2,3,3,3,2,3,3,4,4,4,5,4,4,4,3,4,3,4,3,4,3,4,5,3,2,4,4,4,3,3,3,4,4,4,4,4,4,2,4,3,3,4,4,4,5,4,3,3,4,3,4,25,34,36,35,36,38
4,3,3,3,4,3,4,3,3,4,2,3,3,2,4,3,3,3,3,3,4,2,3,3,3,4,3,3,3,3,2,3,2,2,1,2,2,2,3,2,3,4,4,4,5,3,3,4,4,3,3,3,3,3,2,2,3,2,2,3,34,29,31,21,37,26
4,3,3,4,2,4,2,2,3,2,2,2,1,3,2,1,3,2,2,2,3,1,3,3,5,2,3,2,3,3,3,4,3,3,4,3,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,29,20,28,35,31,28
3,3,2,2,2,3,4,2,2,1,2,3,3,5,4,2,3,4,2,3,2,2,3,2,3,2,3,3,3,3,4,4,3,3,3,4,4,4,3,4,4,4,3,4,4,4,2,4,3,2,2,2,2,3,2,2,3,2,2,2,24,31,26,36,34,22
4,4,4,4,4,3,3,4,4,3,3,4,3,3,4,3,3,3,3,4,2,2,2,3,4,4,2,4,3,2,4,3,2,3,3,3,3,2,3,3,3,3,2,2,3,2,4,2,2,2,3,2,2,2,2,2,2,2,3,2,37,33,28,29,25,22
3,3,4,3,4,4,3,2,4,3,3,2,4,3,4,3,3,3,3,5,2,2,3,2,3,3,2,2,3,2,3,4,4,3,3,2,3,4,5,3,2,2,2,3,3,2,4,3,2,3,2,1,1,2,2,1,1,2,2,2,33,33,24,34,26,16
2,4,3,2,3,3,4,3,3,3,1,2,2,3,3,3,3,3,3,2,3,3,3,5,2,2,3,1,4,2,3,3,2,3,3,3,3,3,2,2,1,1,2,2,2,1,5,2,1,1,3,3,3,3,3,3,3,2,3,3,30,25,28,27,18,29
3,2,1,1,2,3,2,3,2,2,3,3,2,4,3,3,4,3,3,3,3,4,4,4,4,4,3,4,3,3,3,2,2,2,2,2,4,2,3,3,1,1,1,2,2,2,4,2,1,1,3,3,3,3,3,3,3,2,2,3,21,31,36,25,17,28
4,4,4,3,4,3,4,4,4,3,3,4,3,3,4,3,5,5,3,5,4,3,4,5,3,4,2,3,3,3,2,3,2,2,3,2,3,2,3,2,3,2,3,3,4,3,2,3,3,2,3,4,4,3,5,3,4,4,4,3,37,38,34,24,28,37
3,3,3,4,3,3,3,3,3,2,4,3,4,2,3,4,4,4,3,3,4,2,4,3,3,3,1,3,3,3,4,4,3,4,4,4,4,4,5,4,3,3,3,3,3,2,4,3,2,3,3,2,2,3,2,2,2,2,1,3,30,34,29,40,29,22
4,3,2,4,3,4,3,4,4,4,3,2,3,3,3,1,4,3,3,4,3,1,3,4,2,4,2,3,4,3,2,3,2,2,2,3,4,1,4,3,2,3,2,2,2,2,4,2,2,3,4,2,3,4,3,4,3,3,3,3,35,29,29,26,24,32
3,3,3,3,2,3,2,3,2,2,3,3,3,3,2,3,3,3,5,4,3,3,2,2,1,3,2,1,2,3,4,3,2,3,4,2,4,3,3,2,2,2,2,2,2,2,4,2,2,2,3,4,3,4,3,3,4,3,3,3,26,32,22,30,22,33
3,3,3,2,3,4,3,4,4,3,3,3,4,3,3,3,3,4,4,3,4,4,3,3,3,3,4,4,5,3,3,2,2,3,1,2,3,2,1,3,5,4,4,4,5,5,2,4,5,4,4,4,4,3,4,3,3,4,4,4,32,33,36,22,42,37
2,2,2,3,3,3,1,3,2,3,3,3,3,2,2,3,3,4,2,3,4,4,4,3,4,4,3,5,3,3,3,3,3,3,2,3,3,3,3,2,1,2,2,2,2,2,4,2,2,2,3,2,4,3,2,3,1,2,3,2,24,28,37,28,21,25
2,4,4,3,3,4,3,2,4,3,2,3,3,3,4,2,4,4,3,3,3,1,3,2,1,3,2,3,2,3,3,3,2,3,4,2,3,4,3,3,2,2,2,3,2,2,4,2,2,2,4,4,3,3,5,4,3,4,3,4,32,31,23,30,23,37
3,3,4,4,3,4,2,3,3,2,3,4,3,2,2,4,3,4,3,3,4,3,3,1,3,3,3,4,4,4,4,4,2,3,3,3,3,2,3,4,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,32,31,22,20
4,3,4,3,3,4,3,3,4,3,4,3,4,5,4,3,4,5,4,3,3,2,2,2,1,1,2,2,2,1,3,3,3,4,4,3,2,3,3,2,3,3,3,3,3,3,4,3,3,2,3,3,3,3,2,3,3,2,3,3,34,39,18,30,30,28
3,4,4,3,3,4,4,3,2,3,3,2,3,3,3,4,4,5,3,3,3,4,3,5,3,3,4,4,2,4,1,2,2,1,3,2,3,3,1,2,4,3,4,3,5,4,2,4,4,4,3,2,3,3,2,3,2,3,3,3,33,33,35,20,37,27
2,2,3,2,3,3,4,2,4,4,3,3,3,4,4,3,3,4,3,3,3,2,3,3,3,3,4,3,2,2,3,4,3,4,4,3,3,4,3,4,3,2,3,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,29,33,28,35,28,29
