"v1.1","v1.2","v1.3","v1.4","v1.5","v1.6","v1.7","v1.8","v1.9","v1.10","v2.1","v2.2","v2.3","v2.4","v2.5","v2.6","v2.7","v2.8","v2.9","v2.10","v3.1","v3.2","v3.3","v3.4","v3.5","v3.6","v3.7","v3.8","v3.9","v3.10","v4.1","v4.2","v4.3","v4.4","v4.5","v4.6","v4.7","v4.8","v4.9","v4.10","v5.1","v5.2","v5.3","v5.4","v5.5","v5.6","v5.7","v5.8","v5.9","v5.10","v6.1","v6.2","v6.3","v6.4","v6.5","v6.6","v6.7","v6.8","v6.9","v6.10","v1","v2","v3","v4","v5","v6"
3,3,3,3,4,3,1,1,2,3,2,3,4,2,3,3,3,2,3,3,4,4,3,4,5,4,4,5,4,5,4,3,4,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,2,3,3,3,3,26,28,42,29,29,27
1,2,1,2,3,2,1,2,2,4,4,3,3,3,4,2,2,2,2,3,3,3,3,4,3,4,4,3,4,3,4,3,3,2,3,3,4,4,3,4,2,2,2,3,2,2,3,2,2,3,1,2,1,2,1,2,2,2,2,2,20,28,34,33,23,17
3,3,4,2,3,2,3,3,2,3,2,4,4,4,4,3,3,4,3,3,3,2,2,3,2,3,3,3,3,3,3,3,4,3,2,3,2,3,3,3,3,4,4,4,4,4,3,4,4,4,2,2,1,2,2,2,2,3,2,2,28,34,27,29,38,20
2,1,2,2,2,1,2,2,2,3,3,3,3,3,3,4,3,3,5,4,3,2,3,3,3,3,3,3,3,3,4,2,4,4,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,2,3,2,2,2,3,2,3,2,3,19,34,29,34,31,24
2,3,2,2,3,3,3,3,3,2,3,2,3,2,2,2,1,3,2,4,3,4,3,3,5,3,4,4,3,4,2,3,3,3,3,2,2,2,3,2,3,4,4,3,4,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,26,24,36,25,32,31
4,2,4,3,3,1,2,2,2,2,3,2,2,3,2,2,3,2,3,2,2,2,3,3,3,2,3,3,2,2,3,4,4,4,3,5,5,3,4,3,3,3,3,4,3,3,2,3,4,3,3,2,2,1,2,2,2,2,1,2,25,24,25,38,31,19
5,4,5,3,4,3,3,4,4,3,4,3,4,3,3,4,3,4,3,3,3,2,3,2,4,4,4,5,3,3,2,3,2,2,2,3,3,3,3,1,3,3,3,3,2,2,3,2,3,2,5,4,3,3,3,3,4,4,3,4,38,34,33,24,26,36
4,4,3,3,3,4,3,3,3,3,3,3,4,3,3,4,4,4,4,4,3,3,2,4,2,4,3,4,4,4,2,3,3,2,2,2,3,2,1,3,5,5,5,5,5,5,2,4,5,4,3,3,2,3,3,3,2,3,3,3,33,36,33,23,45,28
3,3,4,2,5,4,3,3,5,3,3,2,3,3,3,3,3,3,3,3,4,2,3,3,4,4,4,4,3,4,3,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,1,2,2,2,2,35,29,35,24,30,20
2,2,3,3,3,3,3,3,4,2,2,3,2,4,3,2,2,3,2,3,3,3,3,4,2,3,4,3,2,3,3,3,3,3,4,4,3,5,4,5,2,3,2,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,28,26,30,37,25,21
4,2,3,4,2,4,2,4,4,2,3,3,3,4,2,2,1,2,3,4,4,3,5,4,3,2,4,3,3,4,2,3,3,3,3,4,3,4,3,3,2,3,2,3,3,2,3,2,3,3,3,3,2,2,2,3,2,2,3,2,31,27,35,31,26,24
4,3,4,3,3,5,2,3,2,2,4,3,2,3,3,3,3,4,4,3,3,4,2,2,5,3,3,4,4,3,4,4,2,4,4,3,3,3,4,3,2,3,3,3,2,2,3,2,3,3,1,1,1,1,2,1,1,2,2,1,31,32,33,34,26,13
4,3,3,4,4,3,2,3,2,3,3,3,4,3,4,3,3,3,3,4,2,2,3,1,3,2,3,3,1,3,2,2,3,4,3,3,3,4,2,3,3,3,3,3,3,3,4,2,3,3,3,2,2,2,2,3,2,3,3,2,31,33,23,29,30,24
2,2,2,3,2,2,2,1,3,1,1,1,3,3,2,2,3,1,3,1,4,3,3,1,3,3,5,4,3,4,2,2,3,2,3,2,3,2,1,4,4,4,3,3,4,3,3,3,3,3,2,3,2,3,3,3,2,3,3,2,20,20,33,24,33,26
2,1,4,1,3,2,2,2,2,3,2,3,4,3,2,3,3,3,3,3,2,1,3,2,3,3,3,2,3,2,5,4,4,5,5,3,4,3,4,4,3,3,3,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,3,2,22,29,24,41,28,21
4,4,3,4,4,4,3,3,3,4,3,3,3,3,2,3,2,3,2,3,3,4,3,5,2,3,4,2,3,3,2,3,3,2,3,2,3,3,2,3,2,2,3,2,2,2,4,3,2,2,2,2,2,2,2,3,2,2,2,3,36,27,32,26,24,22
4,4,2,4,3,4,3,3,4,3,2,3,2,2,2,3,2,3,2,2,3,3,4,2,4,3,3,4,2,3,2,2,2,2,3,3,1,3,4,3,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,34,23,31,25,32,21
4,3,2,3,3,4,3,2,4,3,2,3,3,2,4,1,3,2,3,2,3,2,4,4,4,3,4,3,3,4,3,2,4,3,3,4,4,3,3,3,4,4,4,4,4,4,2,3,4,3,2,2,2,2,2,1,2,2,1,2,31,25,34,32,36,18
3,3,3,4,4,3,3,4,3,3,3,3,3,4,4,4,3,3,4,4,3,3,2,4,3,2,3,3,2,3,4,3,3,3,2,3,3,4,3,2,5,4,5,5,5,4,2,4,5,5,2,2,2,2,2,2,2,2,2,3,33,35,28,30,44,21
3,3,4,2,3,3,2,3,3,4,4,4,3,4,4,3,4,3,2,4,3,2,3,3,4,2,3,4,3,4,2,3,2,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2,2,2,3,2,2,2,3,30,35,31,26,31,23
3,2,4,4,4,4,3,3,3,4,2,3,4,3,2,4,3,3,3,3,2,1,4,3,3,3,4,2,3,3,3,4,5,4,3,3,3,4,4,2,3,3,2,3,3,2,4,2,3,2,2,2,2,1,1,1,2,2,2,3,34,30,28,35,27,18
3,2,3,2,3,3,3,3,2,2,4,3,3,2,3,4,3,5,4,4,3,4,4,2,4,2,3,4,3,4,1,2,3,3,2,2,2,1,1,2,4,4,4,4,4,3,2,4,4,4,2,3,2,3,2,3,2,3,3,2,26,35,33,19,37,25
3,4,3,3,3,2,4,3,3,3,3,3,3,1,3,2,2,3,3,2,3,3,3,3,2,3,4,3,2,4,4,2,3,3,2,3,2,2,3,2,3,4,4,4,3,3,3,3,4,4,2,4,2,3,3,2,2,3,3,3,31,25,30,26,35,27
3,3,3,3,3,1,3,2,3,4,3,3,2,3,3,4,4,3,3,4,4,3,3,2,4,4,4,3,3,3,3,3,3,4,4,4,3,4,4,4,2,3,2,2,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,28,32,33,36,25,28
4,3,3,2,3,2,2,3,3,4,3,2,2,3,3,3,3,2,2,3,3,1,2,2,2,3,4,2,2,3,3,4,3,3,4,4,3,4,3,3,2,3,3,3,3,3,4,3,3,2,2,3,3,2,3,2,2,3,2,2,29,26,24,34,29,24
3,1,3,2,3,2,2,3,2,3,3,5,5,4,5,5,3,4,4,5,2,2,3,3,3,2,3,4,3,3,3,3,3,5,4,4,3,4,4,3,5,5,5,5,4,5,1,5,5,5,3,2,2,2,2,2,3,3,3,2,24,43,28,36,45,24
2,2,3,2,3,1,2,1,2,2,3,4,4,3,3,3,4,4,4,4,3,2,2,4,3,2,2,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,3,3,2,3,3,2,3,2,3,3,3,20,36,27,31,37,27
