"v1.1","v1.2","v1.3","v1.4","v1.5","v1.6","v1.7","v1.8","v1.9","v1.10","v2.1","v2.2","v2.3","v2.4","v2.5","v2.6","v2.7","v2.8","v2.9","v2.10","v3.1","v3.2","v3.3","v3.4","v3.5","v3.6","v3.7","v3.8","v3.9","v3.10","v4.1","v4.2","v4.3","v4.4","v4.5","v4.6","v4.7","v4.8","v4.9","v4.10","v5.1","v5.2","v5.3","v5.4","v5.5","v5.6","v5.7","v5.8","v5.9","v5.10","v6.1","v6.2","v6.3","v6.4","v6.5","v6.6","v6.7","v6.8","v6.9","v6.10","v1","v2","v3","v4","v5","v6"
3,5,3,4,3,4,4,2,3,3,2,3,3,4,3,3,2,3,4,3,3,2,2,3,4,3,3,3,3,4,4,4,3,3,4,4,3,4,3,3,3,4,3,3,3,4,2,3,3,3,2,1,2,2,2,1,2,3,2,2,34,30,30,35,31,19
3,3,4,4,4,4,4,3,3,4,3,3,4,4,5,4,4,4,4,5,2,2,1,4,4,4,3,3,3,3,5,5,4,4,3,4,4,3,3,3,4,4,4,4,4,4,2,4,3,3,3,4,3,4,5,4,3,4,3,5,36,40,29,38,36,38
4,3,3,4,4,2,4,4,4,4,3,2,3,3,3,3,3,3,2,3,3,2,2,1,3,4,3,4,1,3,4,3,2,2,3,2,2,2,3,1,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,4,36,28,26,24,28,30
3,2,3,4,3,2,3,3,4,2,3,3,3,3,3,4,3,4,3,3,4,2,3,3,3,3,3,4,3,3,2,2,3,3,3,2,3,3,2,2,4,5,5,4,4,4,2,4,4,4,3,3,2,3,2,3,2,2,3,3,29,32,31,25,40,26
3,4,5,4,4,4,4,5,5,5,3,4,4,3,4,4,3,4,3,2,1,2,2,4,4,3,4,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,1,3,4,4,2,2,3,3,2,2,2,3,2,1,43,34,29,38,36,22
3,4,4,3,3,2,4,3,3,3,2,3,3,3,1,3,4,4,4,5,3,2,3,4,2,3,3,2,2,3,3,3,3,3,3,2,3,2,2,2,3,3,2,3,3,3,4,2,2,3,2,2,3,2,3,2,2,3,3,2,32,32,27,26,28,24
3,2,3,2,2,2,2,2,2,4,4,3,3,5,3,3,4,3,2,4,3,2,2,3,2,4,2,4,3,2,2,3,3,2,4,3,3,3,2,2,2,4,3,3,3,3,2,3,3,3,2,3,4,3,3,3,2,4,3,3,24,34,27,27,29,30
2,3,3,2,1,2,2,3,2,1,4,3,3,3,3,2,2,2,4,2,2,3,4,3,4,3,3,4,3,4,1,2,2,2,2,3,2,2,1,1,2,2,2,1,2,1,4,1,1,1,2,1,2,3,3,2,2,2,2,3,21,28,33,18,17,22
4,3,5,5,4,4,3,4,5,4,4,4,3,3,3,3,3,2,3,4,3,1,2,2,3,2,4,3,1,2,4,3,4,3,4,3,3,4,4,2,3,4,4,3,3,4,2,3,4,3,2,2,2,2,3,1,2,2,1,2,41,32,23,34,33,19
2,2,4,3,3,3,3,3,3,3,3,3,2,3,1,2,2,3,2,2,2,4,3,4,4,4,3,5,4,4,3,4,4,2,4,3,3,2,3,2,1,2,1,1,1,2,5,1,1,1,2,3,3,3,3,3,3,3,2,2,29,23,37,30,16,27
3,4,5,5,5,3,4,4,4,5,5,2,4,4,5,4,4,4,4,4,2,3,3,4,3,2,3,3,3,3,3,4,3,3,4,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,2,1,1,42,40,29,32,30,16
4,3,3,3,4,2,4,3,4,4,4,4,3,4,3,4,4,3,2,2,3,2,4,3,3,3,4,3,3,4,4,3,3,5,4,4,3,4,3,3,2,2,2,2,2,2,4,2,2,2,3,3,3,3,3,4,3,3,2,3,34,33,32,36,22,30
3,3,3,3,2,3,4,3,4,3,4,2,3,3,3,4,3,3,3,3,1,2,2,3,4,3,2,2,3,2,3,5,4,3,3,4,3,4,3,3,3,2,3,3,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,31,31,24,35,26,29
3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,2,3,2,4,2,3,2,2,3,3,3,4,3,2,3,2,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,2,3,2,2,2,2,3,3,3,2,29,27,28,29,31,24
3,3,3,3,4,3,4,2,4,4,4,4,2,4,4,4,3,3,4,3,2,3,2,2,1,3,2,2,2,2,3,3,4,4,5,4,3,5,4,4,3,3,3,3,3,3,4,2,3,3,3,2,4,4,3,4,4,4,4,4,33,35,21,39,30,36
3,3,3,4,4,3,4,3,3,4,2,3,2,1,2,2,3,2,4,1,3,2,4,3,3,5,2,4,4,3,2,4,5,4,3,4,3,4,2,3,4,4,4,4,4,4,2,4,4,4,2,2,2,1,2,2,2,2,3,1,34,22,33,34,38,19
2,3,3,2,3,3,1,2,1,2,2,3,3,3,3,3,2,3,3,4,3,2,4,3,3,4,3,2,3,4,3,2,3,1,2,1,2,2,2,2,3,3,3,4,3,4,3,3,3,3,1,1,2,2,2,2,2,2,2,2,22,29,31,20,32,18
3,3,1,2,2,3,4,2,4,4,3,3,4,3,3,5,3,3,5,3,2,3,2,3,3,2,2,3,3,3,3,4,3,4,4,4,3,4,5,3,4,4,4,5,4,4,2,4,4,4,2,2,3,2,3,3,2,3,2,3,28,35,26,37,39,25
3,3,3,4,3,3,3,3,3,4,4,3,3,3,2,2,2,3,5,2,3,3,2,4,3,2,3,3,3,3,3,3,3,4,5,3,2,3,2,3,2,2,3,2,2,3,3,2,3,2,3,3,3,3,4,3,3,4,3,4,32,29,29,31,24,33
2,1,2,2,2,2,2,3,3,2,3,4,3,3,2,2,3,3,4,3,2,3,2,3,4,3,3,3,4,2,3,4,3,3,4,3,3,3,4,3,4,4,4,4,4,3,2,4,4,4,4,3,4,3,4,4,3,4,3,4,21,30,29,33,37,36
2,3,3,2,2,2,3,2,1,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,4,3,4,4,4,2,3,3,3,3,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,2,2,2,2,23,28,33,26,29,22
3,2,3,3,3,2,3,3,3,3,2,2,3,2,1,2,3,3,3,4,3,1,3,3,3,3,3,4,4,3,2,3,3,2,4,2,3,2,3,2,3,3,2,3,2,2,4,2,2,2,2,3,3,2,3,2,3,2,3,3,28,25,30,26,25,26
4,5,4,4,4,4,3,3,4,4,2,1,2,3,3,1,3,1,2,4,2,2,2,3,3,2,2,3,2,3,3,3,3,3,5,4,3,4,3,3,2,3,3,3,3,2,4,3,2,3,3,2,3,3,3,3,2,3,3,2,39,22,24,34,28,27
2,4,4,2,3,1,2,2,3,3,3,4,3,3,2,2,2,1,3,2,2,2,3,3,2,3,3,4,4,2,3,4,3,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,2,2,3,3,2,3,3,3,2,3,3,2,26,25,28,28,27,27
4,4,3,3,4,4,3,4,3,4,5,4,3,3,5,4,5,3,4,4,3,3,3,4,4,3,4,4,4,2,3,4,2,2,4,3,3,3,3,3,5,5,5,5,5,4,1,4,5,4,3,3,3,3,3,3,3,3,3,3,36,40,34,30,43,30
4,4,3,3,4,4,4,3,3,4,3,5,3,3,4,4,4,2,4,4,2,2,3,3,1,3,3,3,3,3,4,5,4,4,5,3,4,4,4,5,3,3,3,3,3,4,3,3,3,3,2,2,2,3,3,2,3,3,2,2,36,36,26,42,31,24
3,1,3,3,3,3,3,1,3,3,3,4,3,3,3,4,2,3,3,4,1,3,2,2,1,2,2,2,1,2,2,4,3,4,2,3,2,3,4,2,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,4,4,3,3,26,32,18,29,29,33
2,3,3,1,3,3,1,2,2,1,3,2,2,2,2,1,2,3,2,1,3,2,4,2,2,3,3,3,4,2,4,3,3,4,4,3,3,3,3,4,3,3,3,2,2,2,5,2,2,2,3,4,4,4,4,4,4,3,4,4,21,20,28,34,26,38
3,3,4,4,2,2,2,3,4,2,1,3,2,2,3,2,2,3,2,1,4,5,4,5,4,5,4,2,4,3,3,4,4,5,2,3,3,3,3,3,4,4,4,4,3,3,2,3,3,3,5,5,5,5,5,5,5,5,5,5,29,21,40,33,33,50
2,3,2,2,3,5,2,2,4,4,3,4,2,3,2,2,3,3,4,2,3,3,5,4,4,4,5,5,3,3,2,2,1,2,3,2,2,1,1,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,2,2,2,29,28,39,17,29,25
2,2,3,1,3,3,3,3,3,4,4,3,3,4,2,4,2,3,4,3,3,4,3,3,4,4,3,5,3,4,3,3,3,3,4,4,3,3,3,2,4,4,4,4,4,4,3,4,4,3,3,3,3,4,4,3,3,3,3,3,27,32,36,31,38,32
2,4,5,5,3,3,3,3,3,4,2,3,2,2,3,3,3,3,3,3,3,3,2,2,2,1,2,1,3,2,3,4,4,2,3,3,2,3,4,3,2,3,3,3,2,3,3,2,2,2,3,4,3,3,3,3,4,4,3,3,35,27,21,31,25,33
3,4,4,2,3,4,2,3,3,3,2,4,2,3,4,3,2,4,3,2,1,3,3,2,2,2,4,3,2,2,2,5,4,3,4,2,2,3,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,31,29,24,29,31,30
2,2,4,2,3,3,2,2,3,3,4,2,3,2,2,4,2,3,2,3,2,3,3,2,3,3,4,3,3,4,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,4,4,3,3,3,2,2,2,2,3,2,2,2,2,1,26,27,30,28,32,20
3,3,4,3,3,2,4,2,3,3,3,3,4,4,3,3,2,2,5,3,3,3,2,3,4,5,3,4,4,3,2,2,1,2,2,3,2,3,2,3,3,5,4,4,4,4,2,2,3,3,2,1,2,2,1,2,3,3,1,2,30,32,34,22,34,19
2,3,4,2,3,3,3,3,2,2,2,4,2,2,3,4,2,4,2,3,2,2,2,3,3,4,3,4,3,4,2,2,3,3,3,3,3,2,3,2,1,3,2,2,2,3,4,2,2,2,2,3,3,3,3,3,3,2,2,2,27,28,30,26,23,26
3,4,4,5,4,4,4,3,4,3,4,5,3,3,4,3,3,4,4,3,2,3,2,3,2,3,3,3,3,4,4,4,4,4,3,3,3,4,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,4,3,3,3,3,3,3,38,36,28,35,27,31
4,5,3,4,3,3,4,4,4,3,4,4,3,4,4,3,3,4,3,3,2,2,2,3,3,3,3,3,2,2,4,3,2,3,4,3,3,3,3,3,2,4,3,4,3,3,2,3,3,3,3,2,2,1,2,1,2,3,2,2,37,35,25,31,30,20
3,1,3,1,2,3,2,2,3,4,2,4,2,3,3,3,1,3,3,3,2,2,3,2,3,5,3,4,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,2,3,3,3,3,3,3,2,3,3,3,24,27,29,28,29,29
3,3,4,3,3,4,3,4,3,4,5,4,3,4,3,3,4,4,4,3,2,3,3,2,3,2,2,1,4,3,2,4,3,3,3,2,3,2,3,2,3,4,4,3,3,4,3,3,4,4,2,3,2,2,2,2,3,3,1,3,34,37,25,27,35,23
2,2,2,1,3,3,3,3,2,3,3,3,1,3,2,4,4,4,4,4,3,2,3,2,3,3,4,2,3,4,3,2,2,2,3,2,3,1,2,2,3,3,4,4,4,4,2,4,4,3,3,3,3,3,3,3,3,3,3,2,24,32,29,22,35,29
2,4,3,4,4,4,3,4,3,2,3,3,3,2,3,2,3,3,2,2,4,4,5,3,3,5,4,5,4,4,4,5,4,3,3,3,4,3,3,3,2,3,2,3,3,3,4,3,3,2,2,2,2,2,2,2,2,3,2,3,33,26,41,35,28,22
3,3,2,4,3,3,3,3,3,3,4,4,4,4,4,3,3,3,5,4,2,3,3,2,4,4,4,2,3,2,3,4,4,3,3,4,3,3,3,3,5,4,5,5,5,5,1,4,5,4,3,3,3,3,3,3,3,3,3,3,30,38,29,33,43,30
2,3,3,3,3,3,2,2,3,3,3,3,2,2,3,2,3,3,3,2,3,2,1,2,3,3,3,3,2,3,2,2,3,3,4,3,2,3,4,3,3,2,3,3,2,4,3,3,3,3,3,3,3,2,3,2,2,3,2,3,27,26,25,29,29,26
4,3,2,4,3,3,2,3,3,3,4,5,3,3,4,4,4,4,5,4,2,3,2,2,2,2,3,3,2,3,2,4,4,2,2,2,3,2,2,1,3,3,2,3,2,3,4,2,2,2,2,2,2,2,2,1,2,2,2,1,30,40,24,24,26,18
4,3,3,3,3,4,3,4,3,4,4,4,3,3,4,2,4,3,4,4,4,3,4,3,3,4,3,3,4,3,3,3,2,3,3,2,3,2,2,3,4,3,4,4,4,4,2,3,4,3,2,2,2,2,2,2,1,2,1,2,34,35,34,26,35,18
3,5,2,4,4,4,3,3,3,3,3,3,2,2,1,2,3,1,2,3,1,2,1,3,3,5,3,4,3,3,4,4,5,4,4,3,4,4,3,3,3,3,2,2,3,2,4,3,2,1,2,2,2,2,3,3,3,2,2,3,34,22,28,38,25,24
2,2,3,4,3,3,3,2,2,3,4,5,3,4,3,4,4,4,4,4,2,2,3,3,5,3,3,3,4,3,4,3,3,3,3,2,3,3,3,2,3,4,4,3,4,4,2,4,4,4,2,3,3,4,3,3,3,2,2,3,27,39,31,29,36,28
3,4,4,4,4,3,4,3,4,4,3,2,2,2,2,2,2,3,2,2,3,2,3,2,3,3,3,5,3,3,3,3,3,3,4,3,3,4,4,3,2,2,2,1,2,2,4,2,2,2,2,3,3,3,3,3,3,3,3,2,37,22,30,33,21,28
4,2,4,3,3,3,3,3,3,3,2,3,3,4,4,4,5,4,4,2,3,3,3,4,4,3,3,3,3,3,3,4,3,1,3,3,3,3,2,2,4,3,4,4,4,3,3,4,4,3,3,4,4,3,4,3,4,4,4,3,31,35,32,27,36,36
3,2,4,3,2,2,3,3,3,3,2,4,3,3,2,3,3,3,4,2,3,1,4,3,3,3,4,4,4,3,2,2,3,3,3,3,3,3,3,3,2,4,3,3,3,3,4,2,2,2,2,2,3,2,2,2,3,3,2,3,28,29,32,28,28,24
4,3,3,3,3,4,4,4,2,3,3,2,3,5,4,4,2,3,4,3,2,2,3,3,1,2,3,2,3,2,3,3,3,3,3,3,3,4,3,2,2,2,2,3,2,2,4,2,2,2,2,3,3,3,3,3,4,3,3,3,33,33,23,30,23,30
