"v1.1","v1.2","v1.3","v1.4","v1.5","v1.6","v1.7","v1.8","v1.9","v1.10","v2.1","v2.2","v2.3","v2.4","v2.5","v2.6","v2.7","v2.8","v2.9","v2.10","v3.1","v3.2","v3.3","v3.4","v3.5","v3.6","v3.7","v3.8","v3.9","v3.10","v4.1","v4.2","v4.3","v4.4","v4.5","v4.6","v4.7","v4.8","v4.9","v4.10","v5.1","v5.2","v5.3","v5.4","v5.5","v5.6","v5.7","v5.8","v5.9","v5.10","v6.1","v6.2","v6.3","v6.4","v6.5","v6.6","v6.7","v6.8","v6.9","v6.10","v1","v2","v3","v4","v5","v6"
4,4,3,3,2,3,3,4,2,4,2,3,3,3,2,3,2,3,2,2,2,1,2,2,2,3,2,3,3,2,4,3,3,3,4,3,2,4,2,3,3,3,3,3,2,2,3,3,3,2,3,2,3,2,3,3,3,2,3,3,32,25,22,31,27,27
1,2,2,1,3,2,2,2,1,2,4,2,2,2,3,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,2,1,3,1,3,2,3,2,3,3,2,3,2,3,3,2,3,4,3,3,1,1,1,1,1,2,1,2,2,1,18,28,31,23,28,13
4,2,3,2,3,3,2,3,2,3,3,3,3,1,2,2,3,3,3,2,4,1,3,4,2,3,4,3,3,4,4,3,3,3,4,4,2,3,3,4,3,3,3,3,3,2,2,2,3,3,2,2,2,1,2,2,2,2,2,2,27,25,31,33,27,19
4,3,3,2,2,2,3,3,3,3,2,3,4,2,4,4,4,4,3,3,2,2,3,3,3,4,2,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,3,3,3,3,3,4,3,2,2,2,3,2,3,2,2,2,2,28,33,28,32,33,22
4,5,3,4,2,3,2,4,1,5,2,3,2,2,2,2,2,3,4,2,5,3,4,4,4,3,4,2,3,3,2,2,3,3,4,3,2,2,2,4,2,2,2,3,2,2,5,2,2,3,3,2,2,2,2,2,2,2,2,1,33,24,35,27,25,20
4,3,4,4,3,3,3,2,3,4,2,3,3,1,2,1,3,3,1,3,4,2,3,4,2,2,3,3,3,2,2,2,4,3,3,2,2,1,2,3,3,3,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,33,22,28,24,30,20
2,3,3,2,3,3,4,3,2,3,3,4,3,3,3,3,3,3,4,4,2,3,2,3,3,4,2,3,4,3,4,4,4,4,3,4,3,3,4,4,2,3,2,3,2,3,3,2,2,3,3,2,2,3,3,2,3,3,3,3,28,33,29,37,25,27
4,3,3,4,2,3,3,5,4,3,4,3,4,2,3,2,3,3,3,2,2,1,2,2,3,2,1,1,2,1,3,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,4,2,2,2,3,34,29,17,32,32,28
4,4,3,4,3,4,3,3,4,4,2,1,2,2,3,3,2,3,2,3,4,3,4,3,4,4,2,3,3,4,4,4,3,4,4,4,3,4,4,4,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,3,2,2,2,36,23,34,38,26,23
4,3,3,3,2,3,3,2,3,2,3,3,4,2,3,3,3,3,3,2,4,3,3,4,4,2,2,3,3,3,2,2,3,2,3,4,3,2,3,3,3,4,4,3,4,4,2,4,3,3,3,3,3,3,3,4,3,3,3,3,28,29,31,27,34,31
4,4,3,3,3,3,3,3,4,3,4,3,1,3,4,3,2,3,3,3,3,2,2,1,3,4,2,4,3,2,1,2,3,1,2,2,2,2,2,2,3,3,3,3,3,4,3,4,4,3,1,2,1,1,1,2,1,2,1,1,33,29,26,19,33,13
4,4,3,3,4,4,3,3,4,4,4,4,2,4,3,2,3,3,3,4,2,2,3,2,3,4,4,3,2,2,3,3,3,3,4,3,3,3,2,2,3,2,2,2,3,2,4,3,2,2,3,3,3,2,2,2,2,2,3,2,36,32,27,29,25,24
3,3,2,2,3,2,2,4,4,3,1,4,2,1,3,2,1,3,1,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,4,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,28,21,30,30,31,20
3,4,3,3,3,4,3,4,3,3,5,3,3,3,2,3,4,3,3,1,2,2,3,2,3,3,2,2,2,1,3,3,2,3,4,4,3,2,3,2,2,2,3,3,2,2,4,3,2,2,3,3,3,3,3,3,2,3,3,3,33,30,22,29,25,29
3,2,2,3,2,2,3,2,3,2,4,3,3,2,3,2,2,3,2,4,5,2,2,2,3,3,3,4,2,3,2,3,3,3,3,1,2,2,2,2,4,3,4,4,3,3,3,4,3,3,2,3,2,2,3,3,2,2,3,3,24,28,29,23,34,25
3,3,3,3,4,3,3,5,3,4,3,3,3,4,3,3,3,4,4,3,4,2,3,3,3,3,3,3,3,1,2,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,2,2,1,2,1,2,1,2,1,2,34,33,28,31,31,16
3,3,4,4,2,3,3,4,3,3,3,3,2,2,2,2,4,5,3,3,4,3,2,3,2,4,3,2,3,2,2,3,4,3,5,4,4,3,5,5,4,4,4,4,5,4,2,3,4,5,3,2,2,2,2,2,2,1,2,2,32,29,28,38,39,20
4,3,4,3,1,2,3,2,3,3,3,2,2,4,2,1,3,4,2,3,3,2,2,4,3,3,2,4,2,2,2,3,3,3,4,2,2,2,3,3,2,2,3,2,2,1,4,2,2,2,2,3,2,3,2,2,3,2,2,3,28,26,27,27,22,24
4,4,4,3,2,4,3,3,3,3,3,3,2,3,3,2,2,2,2,3,3,4,3,3,3,4,3,2,3,3,4,3,3,2,2,3,3,2,3,3,4,3,3,3,4,4,2,4,4,3,2,2,1,2,1,2,1,1,2,2,33,25,31,28,34,16
4,4,4,3,3,5,3,2,3,4,4,2,2,4,2,3,4,3,4,4,5,2,4,2,3,3,3,3,4,2,2,2,2,3,4,4,3,2,2,3,4,4,4,3,4,4,3,4,3,4,1,2,2,2,2,2,1,2,2,2,35,32,31,27,37,18
4,3,2,3,3,4,3,3,3,3,4,3,3,4,3,3,3,4,4,3,3,1,2,3,2,4,2,2,3,2,4,2,3,3,3,1,2,3,2,2,3,3,3,3,3,2,3,2,3,3,2,2,2,2,2,1,1,1,2,2,31,34,24,25,28,17
3,3,3,3,3,4,4,2,3,2,3,3,2,2,3,4,3,3,4,3,2,2,4,3,4,5,4,4,2,3,3,3,4,3,3,3,2,3,3,3,2,2,2,3,3,3,3,2,2,3,1,1,1,1,1,2,1,1,1,1,30,30,33,30,25,11
4,3,3,3,4,4,4,3,4,3,3,2,2,2,3,1,2,2,2,3,3,3,3,3,3,3,4,3,2,3,2,1,2,3,4,4,2,2,4,4,3,4,4,4,3,4,2,4,4,3,2,1,1,2,2,2,1,2,1,2,35,22,30,28,35,16
4,5,4,4,5,3,3,3,3,4,3,2,3,3,3,3,3,3,2,2,2,1,3,4,3,4,2,3,2,2,2,4,3,4,4,3,3,3,4,4,3,4,3,4,4,3,2,3,4,4,3,3,3,3,3,3,2,3,3,3,38,27,26,34,34,29
3,3,2,2,2,3,2,3,3,3,2,3,3,3,2,3,3,4,3,2,3,2,3,1,3,3,3,2,3,2,3,3,3,2,3,4,3,4,2,5,3,3,3,3,3,3,3,3,3,3,2,1,1,1,2,2,2,1,2,1,26,28,25,32,30,15
3,3,3,3,1,2,2,3,3,3,2,3,4,3,4,3,4,2,3,2,4,2,5,4,4,3,4,4,4,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,3,3,3,3,2,3,3,3,3,3,26,30,37,23,23,29
4,4,4,2,3,3,2,3,3,4,3,3,3,2,3,2,2,2,4,4,3,2,3,2,3,3,1,2,4,3,1,2,3,3,3,3,3,3,1,4,2,2,2,3,3,3,3,3,3,2,2,3,3,2,3,2,3,3,3,3,32,28,26,26,26,27
4,3,2,3,3,2,3,4,2,2,2,2,3,2,2,3,2,2,3,2,3,2,3,4,2,3,3,3,3,3,2,2,2,3,3,2,3,3,3,3,1,1,3,2,2,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,28,23,29,26,19,20
4,4,3,4,3,5,4,3,5,4,3,5,3,3,4,3,3,4,4,3,4,3,4,3,4,4,3,3,2,2,3,3,4,4,4,4,3,3,3,4,3,3,4,4,4,4,2,3,4,4,1,2,1,1,2,2,2,2,2,2,39,35,32,35,35,17
3,4,1,3,3,4,3,4,3,2,4,3,3,2,1,4,4,2,3,4,4,3,3,3,3,4,3,3,4,3,2,2,3,2,3,3,3,2,4,4,3,3,3,4,4,3,3,4,4,3,2,2,2,3,2,3,3,3,2,2,30,30,33,28,34,24
4,5,4,4,3,4,3,4,3,4,4,2,2,2,2,1,3,2,4,2,2,1,3,2,2,3,3,2,3,1,4,4,5,4,5,5,3,4,5,5,3,3,3,3,3,3,3,4,3,2,3,2,2,2,2,3,2,3,2,2,38,24,22,44,30,23
4,5,4,4,2,3,4,4,4,5,3,3,4,3,3,3,3,3,5,3,4,3,4,4,4,4,3,3,3,3,4,3,2,3,3,4,2,4,2,3,4,5,4,4,5,4,2,4,4,4,2,2,1,2,2,2,2,2,2,2,39,33,35,30,40,19
4,4,3,3,3,4,2,4,3,3,3,4,3,3,3,4,3,3,4,3,3,2,3,3,4,3,2,2,3,2,3,3,3,4,3,3,3,2,1,3,3,4,3,3,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,33,33,27,28,32,21
3,4,3,3,3,4,1,3,3,2,3,3,3,3,2,2,2,3,2,3,3,3,3,3,4,3,2,3,3,2,3,3,3,3,4,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,2,2,2,29,26,29,30,30,22
3,5,3,4,4,3,4,4,3,3,2,3,3,4,2,2,4,3,1,3,3,3,3,4,4,4,4,2,3,2,4,3,4,4,4,4,3,4,3,3,4,4,4,5,5,3,2,4,4,4,3,2,2,3,3,3,2,2,3,2,36,27,32,36,39,25
2,3,1,2,3,2,2,2,3,2,4,3,4,4,3,3,4,4,3,2,3,3,3,2,3,4,3,4,3,4,3,4,3,3,3,2,2,1,2,2,2,2,3,2,2,2,4,3,2,2,2,2,2,3,2,3,3,2,3,3,22,34,32,25,24,25
3,3,4,4,3,3,2,4,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,2,3,3,2,4,3,2,3,3,3,4,4,3,3,2,3,2,2,1,3,2,2,1,4,2,2,1,3,3,2,3,3,2,3,3,3,3,32,31,27,30,20,28
2,3,3,4,1,2,1,1,2,2,5,3,3,4,3,3,4,5,2,2,4,2,3,3,3,4,3,4,3,3,2,2,3,2,2,2,3,2,1,3,2,3,2,3,3,3,3,3,3,2,2,3,2,2,2,3,2,2,2,2,21,34,32,22,27,22
4,2,4,3,3,3,3,2,2,4,3,2,2,3,2,3,2,3,1,3,1,2,3,2,1,2,3,1,2,2,2,2,3,3,3,2,3,1,3,3,3,3,3,4,2,3,3,3,3,3,4,4,4,4,4,4,4,3,5,4,30,24,19,25,30,40
3,3,3,3,4,2,3,3,3,2,4,3,3,4,3,4,3,5,3,4,3,2,2,4,3,4,2,3,4,1,2,3,3,1,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,1,2,1,1,29,36,28,28,30,12
4,4,3,2,4,3,4,3,4,4,3,3,3,2,2,4,2,3,3,3,4,2,4,4,3,4,4,3,2,4,3,4,4,3,4,3,4,3,2,3,1,2,2,1,1,2,5,1,2,1,3,2,2,2,2,2,2,2,2,2,35,28,34,33,18,21
3,3,3,3,3,4,4,3,2,4,3,3,3,2,2,3,2,2,2,3,3,2,2,4,3,3,3,4,3,3,2,2,2,2,3,2,2,4,2,2,4,4,4,4,4,4,3,5,5,4,2,2,2,2,2,2,2,2,2,2,32,25,30,23,41,20
2,3,4,4,4,3,3,4,4,3,3,3,3,2,3,3,2,3,3,2,2,2,3,2,3,3,2,4,4,3,3,3,4,3,4,2,3,3,3,4,3,3,3,4,2,2,3,3,3,3,3,2,2,2,2,1,1,2,2,2,34,27,28,32,29,19
3,4,3,3,5,4,3,4,2,4,4,3,2,3,3,2,3,2,2,2,3,2,2,3,2,3,3,3,4,3,4,3,3,3,4,4,4,4,4,5,2,2,2,3,2,2,4,3,2,2,3,3,3,3,3,3,3,2,3,3,35,26,28,38,24,29
4,4,5,3,4,4,4,3,4,4,3,4,3,3,2,4,3,4,3,3,2,1,2,3,4,2,2,2,3,2,3,3,5,4,4,4,4,3,4,4,4,4,3,4,4,4,2,4,4,4,3,2,2,2,2,3,2,2,3,2,39,32,23,38,37,23
4,2,3,3,2,3,4,4,3,3,2,3,2,3,3,3,2,3,4,3,3,2,4,2,4,3,1,3,4,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,3,3,3,3,2,3,31,28,29,30,31,27
4,3,3,3,3,4,3,4,4,2,2,3,3,2,3,2,3,3,2,3,2,3,2,3,3,3,4,2,3,1,3,3,4,2,3,3,3,4,3,4,3,3,3,3,4,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,33,26,26,32,30,21
3,3,3,3,3,2,3,2,3,3,4,4,4,3,3,5,3,4,4,4,3,2,3,4,3,3,2,2,3,4,3,2,3,3,3,3,3,4,3,4,2,2,3,2,3,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,28,38,29,31,24,21
