"v1.1","v1.2","v1.3","v1.4","v1.5","v1.6","v1.7","v1.8","v1.9","v1.10","v2.1","v2.2","v2.3","v2.4","v2.5","v2.6","v2.7","v2.8","v2.9","v2.10","v3.1","v3.2","v3.3","v3.4","v3.5","v3.6","v3.7","v3.8","v3.9","v3.10","v4.1","v4.2","v4.3","v4.4","v4.5","v4.6","v4.7","v4.8","v4.9","v4.10","v5.1","v5.2","v5.3","v5.4","v5.5","v5.6","v5.7","v5.8","v5.9","v5.10","v6.1","v6.2","v6.3","v6.4","v6.5","v6.6","v6.7","v6.8","v6.9","v6.10","v1","v2","v3","v4","v5","v6"
4,5,3,4,4,3,3,4,4,4,2,3,3,2,3,2,2,2,2,1,2,3,1,1,3,3,2,1,2,2,3,4,4,5,4,5,4,4,5,4,3,2,2,2,3,3,3,3,2,2,5,5,5,5,5,5,5,5,5,5,38,22,20,42,25,50
4,4,4,4,4,2,4,3,4,3,3,4,3,2,3,3,2,3,3,2,2,3,2,3,2,3,2,2,2,3,3,4,3,3,3,3,3,3,4,4,3,3,3,2,3,3,3,3,3,3,2,1,2,2,2,2,2,2,2,1,36,28,24,33,29,18
3,2,2,4,2,3,4,3,3,3,4,3,3,4,4,4,2,4,3,3,4,4,3,4,2,4,5,3,3,4,3,1,3,2,2,3,1,2,2,2,3,3,3,3,3,3,2,4,3,3,4,3,3,3,2,4,4,2,2,3,29,34,36,21,30,30
4,3,3,4,3,4,3,2,3,2,3,2,3,3,2,3,3,3,3,2,4,4,5,4,3,4,5,5,4,4,2,2,2,2,3,1,3,2,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,31,27,42,22,28,32
4,3,3,4,4,3,4,3,4,4,3,4,3,3,2,2,4,3,3,3,2,3,3,3,2,1,3,3,2,3,2,3,2,4,4,3,3,4,3,3,3,3,2,3,4,4,3,3,3,3,3,3,3,3,3,4,4,3,4,4,36,30,25,31,31,34
3,4,3,4,2,3,3,3,4,3,2,5,5,5,5,4,3,4,3,4,2,3,2,3,3,3,3,3,4,3,3,5,3,4,5,4,5,4,5,4,2,2,2,2,2,2,3,2,3,3,2,2,3,3,2,3,3,2,3,2,32,40,29,42,23,25
3,2,3,4,1,2,2,2,2,2,3,4,4,3,4,2,3,4,3,2,3,4,3,2,4,3,3,5,3,3,2,4,4,3,4,3,4,3,4,3,4,3,3,3,3,3,2,4,4,4,3,2,2,3,3,3,3,3,2,3,23,32,33,34,33,27
4,3,4,4,3,3,4,3,4,4,2,3,3,4,2,4,2,2,3,3,2,3,3,2,2,2,1,2,1,2,2,3,2,2,4,3,4,3,3,3,4,4,4,3,3,3,2,4,3,3,4,4,3,3,3,3,3,4,4,3,36,28,20,29,33,34
5,5,4,5,5,3,4,4,5,3,3,2,4,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,2,3,3,2,3,2,3,3,2,2,3,3,3,2,3,3,4,3,3,3,3,43,31,29,26,26,30
3,3,2,4,2,4,3,3,4,4,3,2,3,2,4,1,2,3,2,2,1,1,2,2,2,1,2,1,2,2,3,4,4,4,4,2,4,3,3,5,2,2,2,1,2,2,4,2,2,2,4,3,3,4,4,4,4,4,4,4,32,24,16,36,21,38
2,2,1,3,2,2,1,1,2,2,4,4,2,3,3,3,2,3,3,3,3,3,3,3,3,4,4,3,2,4,3,2,3,2,3,3,3,3,3,4,3,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,4,3,18,30,32,29,25,31
3,3,3,4,3,5,3,2,3,3,2,3,4,3,3,3,3,3,3,5,2,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,2,3,2,32,32,26,30,30,28
4,3,3,4,5,3,3,2,3,2,4,5,3,4,4,4,3,4,4,4,3,4,2,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,3,5,3,4,3,3,3,3,3,4,3,3,3,3,2,3,3,3,2,3,2,2,32,39,30,37,32,26
4,5,3,4,5,4,4,4,4,3,4,4,5,4,3,5,4,4,4,3,3,2,3,2,3,2,3,3,2,3,3,4,3,2,4,3,4,3,2,3,3,3,3,3,4,3,3,4,4,3,2,3,2,2,2,2,3,2,2,2,40,40,26,31,33,22
3,5,4,4,4,4,4,3,4,3,3,4,3,3,2,4,2,3,2,3,3,2,3,2,2,1,3,2,2,3,2,4,3,4,4,5,4,2,4,3,5,4,4,4,4,3,2,4,4,3,3,2,2,2,3,3,2,2,2,2,38,29,23,35,37,23
