"v1.1","v1.2","v1.3","v1.4","v1.5","v1.6","v1.7","v1.8","v1.9","v1.10","v2.1","v2.2","v2.3","v2.4","v2.5","v2.6","v2.7","v2.8","v2.9","v2.10","v3.1","v3.2","v3.3","v3.4","v3.5","v3.6","v3.7","v3.8","v3.9","v3.10","v4.1","v4.2","v4.3","v4.4","v4.5","v4.6","v4.7","v4.8","v4.9","v4.10","v5.1","v5.2","v5.3","v5.4","v5.5","v5.6","v5.7","v5.8","v5.9","v5.10","v6.1","v6.2","v6.3","v6.4","v6.5","v6.6","v6.7","v6.8","v6.9","v6.10","v1","v2","v3","v4","v5","v6"
2,2,2,2,2,2,2,2,1,2,4,4,3,3,2,4,3,4,4,4,2,1,3,1,2,3,3,1,2,2,3,2,4,2,3,3,3,2,3,3,3,4,3,4,4,3,2,3,3,4,3,3,3,3,3,2,2,2,3,3,19,35,20,28,33,27
3,3,3,3,4,2,2,3,2,3,4,4,2,3,3,2,3,3,4,3,2,3,2,3,3,4,3,3,2,3,3,4,3,3,3,2,4,2,4,3,3,4,3,3,3,3,3,4,3,3,2,3,2,2,3,2,2,2,2,2,28,31,28,31,32,22
3,3,2,2,3,4,4,2,2,3,2,4,3,3,3,4,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,5,4,4,4,1,5,4,4,2,2,2,2,2,2,2,2,2,2,28,31,27,30,39,20
2,4,3,3,3,3,4,3,3,3,3,2,3,3,2,2,3,3,3,1,3,3,1,2,1,3,3,2,1,3,4,4,4,3,3,2,4,3,4,3,3,4,3,4,3,3,3,4,3,4,2,2,3,4,3,2,3,2,2,3,31,25,22,34,34,26
5,3,3,2,4,4,4,5,3,4,3,3,3,3,4,4,2,3,3,3,3,3,2,3,2,2,3,3,3,3,4,3,5,2,4,3,4,2,4,4,3,4,4,3,3,3,3,4,3,4,2,2,2,2,2,2,2,2,3,2,37,31,27,35,34,21
5,3,3,4,3,4,3,4,3,4,3,4,3,3,2,3,4,3,3,3,4,3,4,3,5,4,4,3,4,4,2,3,3,2,2,1,2,2,2,2,3,4,4,3,4,4,2,4,3,4,3,3,4,3,3,3,3,3,4,3,36,31,38,21,35,32
4,2,3,3,2,4,3,4,3,4,3,3,2,2,3,2,3,1,2,3,3,3,3,3,3,5,2,5,3,3,3,2,3,4,3,2,3,3,4,3,2,3,2,2,3,2,4,3,2,3,2,3,4,4,3,3,3,3,3,3,32,24,33,30,26,31
2,3,2,2,3,3,2,3,2,2,3,3,4,3,4,3,3,4,3,3,3,3,3,2,3,3,3,2,2,3,2,2,2,3,2,3,2,3,3,3,4,5,5,4,4,4,2,5,4,4,3,3,3,3,3,2,3,3,3,3,24,33,27,25,41,29
4,2,2,3,3,2,2,3,3,3,3,3,4,3,2,2,3,3,3,3,1,1,2,2,2,1,3,2,2,3,2,4,2,4,3,3,2,3,2,3,2,2,2,2,3,2,4,2,2,2,3,3,3,4,4,4,3,4,4,3,27,29,19,28,23,35
4,3,4,2,3,2,3,3,2,3,3,3,4,2,4,3,2,2,3,3,3,2,2,2,2,4,3,3,4,3,2,4,3,2,3,3,3,3,3,2,3,3,3,4,3,3,2,4,3,4,2,2,2,3,3,2,2,3,3,2,29,29,28,28,32,24
4,3,3,3,3,2,3,3,2,3,4,3,4,4,3,3,3,4,4,3,3,3,2,3,5,3,3,3,5,5,5,4,4,3,4,4,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,29,35,35,38,31,28
4,4,2,3,4,3,4,3,3,3,1,2,3,2,2,2,2,2,2,2,4,4,4,3,3,4,3,4,2,3,4,3,3,3,3,4,3,3,3,2,2,2,2,2,2,2,5,2,2,2,1,2,3,2,1,2,2,3,2,2,33,20,34,31,23,20
4,3,3,4,5,5,3,4,4,5,2,1,3,3,2,1,2,3,3,2,3,3,3,2,2,3,3,3,3,2,5,4,4,4,4,3,4,3,3,4,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,2,2,3,3,40,22,27,38,28,26
2,3,2,2,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,4,2,2,2,3,2,2,3,2,3,3,3,2,3,3,3,1,3,3,3,3,2,2,2,2,3,1,4,2,2,3,3,2,3,3,3,2,2,2,3,2,27,34,24,27,23,25
4,4,2,2,4,1,3,4,2,3,3,5,5,3,3,4,3,3,3,2,4,3,3,2,3,4,3,3,3,2,4,3,3,3,3,2,3,4,3,3,2,2,3,2,3,2,3,3,2,3,2,2,2,2,2,1,2,1,2,2,29,34,30,31,25,18
3,2,3,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,4,3,3,4,2,4,3,3,2,3,2,3,3,4,2,4,3,4,3,3,2,3,2,3,3,3,4,3,2,3,2,2,2,3,3,2,3,2,2,2,26,28,31,31,28,23
2,3,2,3,2,2,3,2,2,2,3,3,3,3,2,3,4,4,3,2,3,4,4,2,3,2,4,2,3,4,3,2,3,2,2,2,3,2,3,3,3,3,4,3,4,3,3,4,3,3,2,1,2,2,2,2,2,2,2,2,23,30,31,25,33,19
3,2,3,2,2,2,3,3,2,2,3,3,4,5,4,2,3,4,4,3,4,3,3,3,2,4,3,3,3,3,3,3,3,4,2,3,2,3,3,3,3,3,2,2,3,2,3,3,2,2,2,3,2,2,3,2,2,3,3,3,24,35,31,29,25,25
3,3,2,2,2,1,2,4,2,2,3,5,4,4,2,4,4,3,3,3,4,3,2,3,3,4,2,3,3,2,2,3,3,3,3,4,3,3,3,2,4,5,4,4,4,4,2,5,4,4,3,2,2,2,3,2,2,3,2,2,23,35,29,29,40,23
4,3,4,2,4,3,4,4,3,3,2,4,2,1,2,3,1,2,2,3,4,3,3,4,3,4,3,3,3,4,4,4,3,3,3,4,3,3,3,2,3,3,2,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,34,22,34,32,31,30
3,2,2,2,3,2,3,3,3,3,4,4,5,4,4,3,4,3,5,4,3,2,1,3,2,3,1,3,2,3,3,4,3,3,4,3,4,4,3,3,3,3,4,3,4,4,3,4,3,3,3,2,2,3,2,2,2,2,3,2,26,40,23,34,34,23
2,2,3,3,3,3,3,4,3,2,3,5,2,2,4,4,3,3,3,2,4,3,3,4,3,3,2,3,3,4,2,3,2,3,3,2,2,3,3,2,4,4,4,4,4,3,2,4,4,4,3,2,2,3,3,2,3,3,2,2,28,31,32,25,37,25
2,2,2,1,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,4,3,3,3,3,3,2,4,3,4,3,2,4,4,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,3,2,2,2,20,22,32,28,28,22
3,3,3,3,3,2,2,3,2,3,1,2,3,2,1,2,1,1,1,2,5,4,5,4,4,4,4,3,4,3,2,3,2,2,3,2,2,4,2,3,1,2,1,1,1,1,5,1,1,1,3,3,3,3,3,3,3,3,3,3,27,16,40,25,15,30
4,3,2,2,3,2,3,4,3,1,3,2,3,2,3,3,3,2,2,4,4,3,2,3,3,5,4,3,3,4,3,3,3,3,3,4,4,4,3,4,4,4,4,3,4,2,2,4,4,4,2,1,2,2,1,1,2,2,2,2,27,27,34,34,35,17
4,2,3,3,4,3,3,4,3,4,3,5,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,3,3,2,5,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,1,3,2,2,2,33,38,29,34,30,22
3,4,3,2,3,4,3,4,3,4,3,2,3,3,2,2,3,2,3,3,3,3,4,3,3,3,2,3,3,3,4,4,4,4,4,3,2,4,4,3,2,3,3,3,2,3,4,3,3,2,3,2,3,3,3,2,3,3,2,2,33,26,30,36,28,26
1,3,2,2,2,2,3,3,3,2,3,2,3,3,2,3,3,3,1,3,3,3,4,3,3,3,3,5,3,3,2,2,2,1,3,2,3,2,2,2,3,4,3,3,4,4,2,4,3,4,2,2,2,2,2,2,2,2,2,2,23,26,33,21,34,20
3,3,3,4,5,2,2,4,3,2,3,4,3,4,4,4,3,3,3,3,3,3,3,4,4,5,4,4,2,3,3,3,4,3,3,5,3,3,3,3,4,5,4,4,4,4,1,5,4,5,2,2,3,3,3,2,2,3,3,3,31,34,35,33,40,26
5,3,3,3,5,4,5,3,4,4,3,3,4,4,3,4,3,4,3,4,3,2,1,3,2,3,1,2,2,2,4,3,3,4,4,3,2,2,4,3,4,3,4,4,3,3,3,4,4,4,3,3,2,4,3,3,3,3,3,3,39,35,21,32,36,30
