"v1.1","v1.2","v1.3","v1.4","v1.5","v1.6","v1.7","v1.8","v1.9","v1.10","v2.1","v2.2","v2.3","v2.4","v2.5","v2.6","v2.7","v2.8","v2.9","v2.10","v3.1","v3.2","v3.3","v3.4","v3.5","v3.6","v3.7","v3.8","v3.9","v3.10","v4.1","v4.2","v4.3","v4.4","v4.5","v4.6","v4.7","v4.8","v4.9","v4.10","v5.1","v5.2","v5.3","v5.4","v5.5","v5.6","v5.7","v5.8","v5.9","v5.10","v6.1","v6.2","v6.3","v6.4","v6.5","v6.6","v6.7","v6.8","v6.9","v6.10","v1","v2","v3","v4","v5","v6"
2,2,1,3,3,1,1,3,2,2,2,2,2,2,3,3,2,2,2,2,3,3,4,3,4,3,3,3,4,3,3,4,4,5,4,4,4,4,2,4,3,3,3,3,2,3,3,3,4,3,2,3,2,3,2,3,3,2,2,2,20,22,33,38,30,24
3,2,2,3,3,2,3,3,2,2,2,3,3,3,3,4,3,3,2,3,3,2,4,3,2,1,3,4,3,2,4,3,3,4,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,2,2,2,3,2,2,3,2,25,29,27,30,29,22
2,2,2,2,2,2,2,2,2,1,4,4,3,3,3,2,3,3,2,3,2,3,4,3,3,2,4,4,2,3,4,2,4,4,3,4,3,4,4,3,2,3,1,2,2,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,19,30,30,35,23,20
2,2,2,2,3,1,2,2,3,3,3,3,4,4,4,3,3,3,2,1,3,3,3,3,3,2,3,3,3,4,4,4,4,4,4,4,5,3,5,3,2,2,3,2,1,1,4,2,2,2,2,2,2,2,2,2,1,2,2,1,22,30,30,40,21,18
4,3,3,4,3,3,3,3,4,3,3,4,4,4,4,2,4,3,3,2,3,2,4,3,3,3,2,2,2,2,3,3,3,3,3,4,3,3,3,3,1,3,3,2,2,2,4,3,2,1,2,2,2,3,2,2,2,2,2,2,33,33,26,31,23,21
1,2,1,3,4,2,2,2,2,2,3,5,3,5,4,2,3,4,5,4,4,3,3,4,3,3,2,4,2,3,4,5,3,4,3,3,4,4,3,4,3,3,3,3,3,4,3,4,3,3,2,3,2,3,2,3,2,2,3,2,21,38,31,37,32,24
4,3,4,3,4,4,2,4,3,3,3,3,3,3,3,3,2,4,4,3,3,2,2,2,3,3,2,3,3,2,4,4,4,2,2,3,3,2,2,4,4,4,5,4,4,4,2,5,5,4,3,4,3,4,3,4,4,3,4,3,34,31,25,30,41,35
2,3,2,3,4,3,2,2,3,2,3,3,3,2,4,3,2,4,3,1,2,3,4,3,4,2,3,3,3,2,4,4,4,5,3,4,4,4,3,4,2,3,3,3,2,3,3,2,3,3,2,2,3,4,2,3,3,3,4,2,26,28,29,39,27,28
2,4,3,5,2,4,2,3,3,3,2,3,3,2,2,2,2,3,4,1,3,1,2,3,1,1,1,3,2,3,3,4,5,3,4,4,3,3,4,3,3,3,3,3,2,3,3,2,3,3,3,3,3,4,3,3,3,3,4,3,31,24,20,36,28,32
3,2,3,2,3,2,2,2,2,3,3,3,3,2,4,3,3,3,3,2,3,4,3,3,5,3,4,4,3,3,4,3,3,4,4,3,4,3,3,3,3,4,4,3,5,3,3,4,4,4,3,3,2,2,2,3,3,2,4,3,24,29,35,34,37,27
3,2,3,3,2,2,3,3,2,2,4,3,2,2,2,1,3,3,1,3,2,2,3,2,3,1,3,3,2,4,5,3,4,4,4,3,4,4,3,3,3,3,2,3,2,2,3,2,2,2,3,3,3,5,4,4,3,4,4,4,25,24,25,37,24,37
1,2,2,3,3,1,3,2,2,2,4,4,4,4,5,4,3,3,5,2,3,3,3,3,2,2,3,3,1,2,4,2,2,3,2,2,3,1,3,3,3,3,4,4,3,3,3,3,3,4,1,1,1,2,1,3,1,2,2,2,21,38,25,25,33,16
3,3,3,4,2,3,3,2,2,1,5,4,3,3,4,3,3,4,2,3,1,3,4,3,4,2,4,4,3,4,1,3,3,2,2,3,3,2,3,2,3,3,4,3,3,3,3,4,3,3,3,4,3,4,3,3,4,3,4,3,26,34,32,24,32,34
3,2,2,4,2,2,3,3,4,2,4,4,3,3,3,3,4,4,2,3,1,2,2,1,4,1,2,1,1,3,5,3,3,4,4,4,4,3,4,3,3,4,3,4,3,3,3,4,4,3,3,4,3,3,2,3,3,2,4,3,27,33,18,37,34,30
4,2,3,4,4,3,2,3,3,2,3,4,4,3,2,5,4,3,4,4,1,2,3,3,3,2,1,3,3,1,4,3,3,3,2,3,3,2,4,2,3,3,2,2,2,2,4,2,2,3,2,2,2,3,2,2,2,2,2,3,30,36,22,29,25,22
3,3,3,4,4,3,4,3,4,2,3,3,4,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,2,3,4,3,2,3,3,3,3,3,2,2,4,4,3,4,4,2,4,4,3,2,3,2,2,3,2,3,2,2,2,33,30,26,29,34,23
1,4,2,2,2,4,3,3,3,2,2,2,3,3,2,2,1,2,3,2,4,3,4,3,4,3,3,2,3,5,2,4,4,2,3,3,3,3,3,3,1,2,2,2,2,2,4,2,2,2,3,2,2,3,3,3,3,3,3,2,26,22,34,30,21,27
2,2,1,3,2,1,1,3,2,2,3,3,3,4,3,3,4,2,4,3,3,3,5,4,3,4,4,3,4,4,4,4,5,3,3,2,4,5,5,4,2,3,3,3,2,2,3,2,2,3,3,5,3,4,3,3,4,3,4,3,19,32,37,39,25,35
