"v1.1","v1.2","v1.3","v1.4","v1.5","v1.6","v1.7","v1.8","v1.9","v1.10","v2.1","v2.2","v2.3","v2.4","v2.5","v2.6","v2.7","v2.8","v2.9","v2.10","v3.1","v3.2","v3.3","v3.4","v3.5","v3.6","v3.7","v3.8","v3.9","v3.10","v4.1","v4.2","v4.3","v4.4","v4.5","v4.6","v4.7","v4.8","v4.9","v4.10","v5.1","v5.2","v5.3","v5.4","v5.5","v5.6","v5.7","v5.8","v5.9","v5.10","v6.1","v6.2","v6.3","v6.4","v6.5","v6.6","v6.7","v6.8","v6.9","v6.10","v1","v2","v3","v4","v5","v6"
3,4,4,2,4,4,4,4,3,4,3,3,3,2,4,4,5,3,4,3,2,3,2,3,4,3,4,3,4,3,2,2,3,2,2,3,2,3,3,3,3,2,2,2,2,2,4,1,2,2,1,2,2,3,3,2,2,1,1,1,36,34,31,25,22,18
4,5,2,2,3,4,5,4,3,2,3,4,3,2,3,2,3,3,3,3,2,2,2,2,2,2,4,2,3,2,2,2,3,3,2,3,2,2,3,3,3,3,2,4,3,3,3,2,3,4,3,3,4,3,3,3,3,3,3,3,34,29,23,25,30,31
3,3,3,2,3,4,2,3,3,2,5,3,3,2,4,3,4,3,4,3,1,2,2,3,3,3,2,4,3,4,3,1,2,3,3,2,3,4,2,2,4,3,3,3,4,3,3,3,3,3,4,3,3,3,2,4,2,3,4,2,28,34,27,25,32,30
2,3,3,3,2,3,3,2,2,2,3,3,3,2,3,2,2,1,2,2,3,3,3,2,2,2,2,2,2,2,4,3,3,3,2,3,3,4,3,4,3,2,2,2,3,3,3,2,3,2,2,2,3,3,3,2,3,3,3,2,25,23,23,32,25,26
1,3,1,2,2,2,3,2,3,2,2,2,2,2,3,1,4,3,2,3,3,2,2,2,3,4,4,3,3,3,4,3,4,5,4,4,2,4,4,4,1,1,1,1,1,1,5,1,1,1,3,3,3,3,2,2,2,3,2,3,21,24,29,38,14,26
3,4,3,4,4,5,4,4,3,3,4,4,3,5,5,4,4,3,3,3,3,3,1,2,4,2,2,4,2,2,2,2,2,1,2,1,1,2,1,2,3,2,3,2,2,3,3,3,3,2,2,3,3,2,2,2,2,2,3,2,37,38,25,16,26,23
2,3,3,4,3,2,2,3,3,3,4,2,3,2,3,4,4,4,3,3,3,4,3,2,3,3,3,2,3,3,3,2,3,3,3,4,4,4,3,3,3,3,3,4,3,3,3,3,4,3,2,2,3,2,2,3,2,2,2,3,28,32,29,32,32,23
3,3,3,3,4,3,4,3,3,3,2,3,2,3,2,2,2,3,2,5,4,3,2,2,4,3,4,3,4,4,2,3,3,1,3,3,1,3,3,3,3,3,4,4,3,4,2,4,4,3,1,1,1,1,2,1,1,2,2,2,32,26,33,25,34,14
2,4,4,4,3,3,5,3,4,3,2,2,3,2,1,2,4,3,3,3,1,1,2,3,1,3,2,3,2,3,3,2,1,1,3,2,2,3,2,2,3,3,3,2,2,2,3,3,3,3,4,4,3,3,3,3,3,3,4,2,35,25,21,21,27,32
3,4,2,3,2,3,3,3,3,3,3,4,3,2,2,3,2,3,2,3,5,4,3,4,4,4,3,4,4,3,3,3,3,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,4,3,4,29,27,38,29,30,30
2,2,2,4,3,3,3,3,3,2,3,3,3,4,4,3,3,4,1,3,2,3,2,3,3,3,2,4,3,2,3,4,3,3,3,3,3,2,2,3,2,2,2,2,2,2,4,2,2,3,4,4,4,3,3,4,3,4,3,3,27,31,27,29,23,35
2,5,4,3,4,3,4,4,3,3,2,2,3,2,2,2,3,2,2,2,3,3,4,3,4,3,4,3,3,2,4,4,5,2,4,3,4,4,4,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,2,2,2,2,2,3,35,22,32,37,29,23
4,4,2,3,2,4,4,2,2,3,3,3,2,3,3,3,3,3,4,4,4,3,3,4,3,3,5,3,3,2,3,4,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,30,31,33,36,30,20
4,3,3,3,3,3,3,4,3,4,5,3,5,5,4,3,4,5,2,4,3,3,3,2,3,3,3,3,4,3,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,33,40,30,38,30,29
3,3,1,3,2,3,5,4,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,3,3,3,2,4,3,3,2,3,4,2,4,2,2,3,2,3,3,3,2,3,3,3,3,2,3,3,2,2,3,2,2,3,2,2,3,3,30,28,27,27,28,24
4,5,5,4,4,3,5,3,3,4,3,3,3,1,3,2,4,3,1,2,4,5,5,5,4,4,3,4,4,4,2,2,3,3,2,3,2,4,3,2,3,3,3,4,3,4,3,3,4,3,5,5,5,4,5,5,5,5,5,4,40,25,42,26,33,48
3,3,2,3,3,3,3,3,3,3,3,4,4,4,3,3,5,2,3,4,4,3,3,2,3,4,4,4,4,2,1,4,4,3,4,3,3,3,3,3,2,2,1,2,2,2,4,2,2,2,3,2,3,3,2,3,2,3,3,3,29,35,33,31,21,27
2,4,3,3,3,4,3,3,3,4,3,2,3,3,3,3,3,3,3,2,3,3,2,3,2,2,3,3,2,3,2,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,3,3,3,3,2,2,3,3,4,3,2,3,3,3,32,28,26,25,28,28
2,3,2,3,3,2,4,3,2,2,2,3,3,1,3,3,2,2,3,4,3,3,3,3,3,4,4,4,4,3,3,4,3,4,4,3,3,4,3,4,3,2,2,2,2,2,4,2,2,2,3,2,3,3,2,2,2,2,2,2,26,26,34,35,23,23
