"v1","v2","v3","v4","v5","v6"
41,39,32,27,28,23
37,41,30,34,22,33
35,26,31,31,22,24
38,24,26,26,28,20
30,31,29,25,23,20
32,39,35,32,35,27
34,28,24,26,31,22
27,25,35,33,22,35
29,31,31,29,35,19
37,27,23,28,29,27
31,32,33,35,28,24
32,19,23,27,31,42
19,23,31,27,37,25
33,29,22,26,28,24
30,27,31,24,37,22
26,27,23,30,37,22
27,31,31,32,39,30
33,39,32,33,40,21
17,25,30,40,31,26
34,34,32,32,27,21
30,27,28,33,29,21
34,27,30,27,30,34
38,27,36,32,36,27
29,28,37,32,37,31
35,26,26,21,37,29
41,22,29,18,28,25
30,34,27,28,29,23
25,31,24,33,21,25
23,31,38,30,28,29
21,27,34,37,31,30
36,26,18,25,21,34
27,29,25,27,33,25
33,27,29,28,26,25
28,28,33,29,35,21
27,32,35,34,20,28
29,26,40,34,29,27
29,27,32,33,31,21
21,30,32,37,21,25
34,29,22,24,21,22
29,19,31,26,30,21
25,27,27,34,42,25
27,39,28,26,25,25
32,32,26,35,31,25
30,32,24,29,32,26
31,39,30,30,36,27
24,38,25,30,32,19
37,30,36,28,28,31
42,24,27,27,30,30
33,26,34,30,32,29
32,26,24,26,26,22
22,29,34,23,30,25
32,23,34,26,34,29
27,23,28,28,28,33
39,26,27,24,34,21
28,35,25,20,44,28
28,29,29,30,28,25
36,35,31,34,37,30
34,39,32,24,38,22
32,36,29,28,30,27
32,30,27,34,26,30
35,20,29,30,24,29
24,21,35,42,37,31
21,29,26,38,26,24
32,28,27,31,29,20
24,26,24,29,30,27
20,27,29,43,29,21
25,30,27,30,32,28
29,26,28,29,28,21
27,28,35,33,30,32
35,33,34,20,33,23
26,29,26,39,23,30
35,24,27,24,23,23
27,28,28,34,30,22
26,28,28,40,29,31
36,24,21,26,33,32
27,23,33,39,25,25
29,28,33,29,39,27
28,31,27,28,31,21
32,36,32,33,40,25
25,37,27,28,35,24
27,31,32,31,28,25
26,26,31,31,30,32
27,24,29,32,26,22
35,31,40,24,27,31
22,33,25,30,39,33
28,32,24,27,32,21
34,31,27,32,29,27
20,28,28,35,34,22
29,33,21,28,29,17
24,26,33,24,31,29
26,27,35,38,23,13
30,24,29,27,28,26
30,30,33,33,22,32
27,33,19,37,34,43
37,27,43,27,38,50
26,31,25,26,22,27
13,28,27,41,22,36
24,31,35,25,30,25
24,33,30,27,40,15
30,28,34,31,33,27
26,32,30,29,15,22
17,34,27,39,28,16
32,30,32,31,34,31
28,37,29,29,29,20
34,29,22,22,37,27
25,37,22,29,30,29
35,32,32,22,38,25
28,22,35,22,28,28
35,30,25,32,28,24
23,31,32,29,20,21
24,26,28,38,25,20
20,36,30,34,39,22
25,30,30,32,46,29
30,17,23,22,26,34
29,27,29,29,38,22
26,31,37,30,30,34
38,25,27,26,31,20
30,37,32,30,25,28
35,30,29,19,31,20
21,37,25,25,25,28
32,30,30,34,40,31
33,32,30,27,22,23
35,22,29,23,30,30
21,29,29,30,29,25
33,32,34,29,28,32
36,29,32,27,30,18
34,34,28,30,35,27
27,23,33,32,32,28
30,21,35,31,29,34
28,31,40,35,24,36
30,32,26,25,31,29
26,17,35,27,25,20
28,26,25,35,31,33
39,30,32,32,34,20
30,22,31,26,29,16
33,30,37,23,25,18
41,28,25,26,26,28
28,45,33,36,37,21
31,29,34,29,29,33
27,23,36,26,27,32
33,35,29,23,24,27
22,33,32,30,24,25
30,36,30,27,29,21
28,36,26,26,28,27
38,31,33,22,30,28
39,36,25,27,35,29
27,30,33,28,28,22
36,22,27,31,30,22
27,21,29,26,28,20
27,26,31,29,26,21
29,26,28,32,23,19
25,23,20,27,35,23
31,28,29,27,22,24
20,28,35,43,30,31
26,34,19,35,33,34
33,29,35,31,38,26
34,32,31,28,30,28
34,32,34,22,36,35
31,28,32,34,33,20
36,23,34,32,29,25
26,30,40,29,21,29
30,31,27,33,31,32
29,20,21,30,30,36
31,31,31,29,25,25
32,38,31,26,42,20
29,25,25,23,29,26
33,24,31,35,37,31
29,27,29,29,30,22
24,34,25,35,39,29
35,31,27,31,28,23
34,33,27,33,32,22
24,30,21,33,38,37
25,36,26,25,32,16
23,27,31,32,23,24
26,31,29,31,26,29
32,40,35,23,36,32
26,39,26,23,37,29
29,27,32,27,41,22
21,30,23,26,28,31
27,26,30,41,33,22
28,26,29,36,22,31
23,26,34,29,38,25
31,27,29,29,29,20
29,28,25,30,28,25
29,37,26,31,37,22
21,28,24,34,25,25
26,35,34,30,30,16
34,29,33,26,28,27
30,21,27,30,39,21
26,23,31,31,28,20
26,27,29,29,35,19
34,29,26,25,33,21
25,31,28,34,31,28
24,36,23,36,28,24
28,27,24,32,26,22
27,33,27,25,29,21
29,27,24,29,33,19
29,33,29,33,35,20
26,23,32,36,14,23
36,27,45,24,25,40
32,25,33,22,17,12
32,33,26,33,33,16
29,34,31,24,28,26
28,33,33,29,24,25
39,24,32,27,23,25
29,26,26,27,32,23
30,25,31,32,23,26
40,28,26,31,24,18
43,27,18,27,27,23
30,31,30,25,29,22
24,29,31,37,30,24
28,36,27,34,33,28
31,29,23,30,36,32
22,24,28,32,37,19
28,29,36,29,30,38
26,32,33,27,27,19
25,28,38,27,31,29
17,25,29,34,22,20
32,35,20,26,37,35
28,23,34,31,30,33
26,40,36,29,40,40
27,37,37,32,31,26
22,33,42,37,29,34
25,28,24,33,30,21
27,30,34,29,37,32
30,27,31,28,23,32
30,35,36,27,29,43
32,26,34,24,24,33
29,19,31,37,32,21
23,25,29,35,32,27
27,30,34,38,31,26
21,27,30,24,36,28
23,32,28,29,33,24
34,32,23,29,22,29
27,28,33,31,29,17
36,29,25,20,30,30
26,24,32,32,22,22
29,41,31,31,19,30
32,35,23,30,28,30
29,25,27,29,24,28
29,27,25,34,29,32
36,29,34,29,29,29
32,29,26,31,26,28
34,23,27,27,14,29
31,27,33,33,34,17
38,28,25,28,31,24
38,24,36,28,25,17
28,33,23,28,33,23
24,21,24,29,27,23
34,24,31,32,24,29
25,28,23,34,28,32
21,32,23,26,45,30
29,28,26,28,30,30
29,32,21,38,36,21
28,23,27,40,36,22
31,31,28,30,35,23
30,34,29,24,26,29
27,28,29,32,33,20
32,36,39,35,30,27
26,30,30,28,35,25
30,25,28,24,19,19
30,29,31,22,27,26
24,34,31,31,29,27
34,42,25,27,37,20
24,32,35,32,37,23
26,29,24,36,24,36
27,29,38,27,31,26
37,25,34,31,31,24
32,31,21,26,31,40
41,25,34,21,30,18
35,28,21,32,38,29
34,30,40,34,30,27
23,34,35,19,29,30
32,27,38,24,27,23
28,23,30,29,44,27
16,29,26,34,23,18
35,31,27,29,36,30
37,33,23,21,24,26
31,30,23,31,33,31
22,37,34,40,35,19
24,34,20,33,32,36
31,33,30,20,35,23
28,24,35,28,25,22
30,27,28,24,26,27
25,26,25,23,32,34
35,28,34,27,15,15
36,20,34,36,31,30
27,29,27,28,33,19
34,20,30,28,21,20
29,31,34,29,27,13
29,32,33,34,30,10
22,26,25,32,35,19
26,33,29,35,25,29
33,28,37,22,40,30
33,30,26,25,35,19
37,29,29,23,30,31
30,25,24,24,19,34
24,26,33,37,30,24
30,28,35,24,27,27
28,29,31,37,35,25
21,32,31,30,30,22
20,30,26,29,30,22
33,24,25,36,24,20
33,23,33,29,22,32
40,27,37,22,38,33
33,24,25,27,26,26
30,38,37,34,28,24
30,25,25,32,24,35
22,33,30,32,34,28
25,29,30,30,30,34
35,24,27,33,31,21
25,38,36,33,31,35
30,30,31,29,29,29
26,28,35,31,30,25
24,20,37,32,29,35
27,28,24,37,35,28
35,34,31,21,31,22
24,19,23,36,24,25
24,32,30,39,36,38
29,29,39,32,31,26
30,29,23,35,31,29
29,29,26,33,29,21
27,38,33,37,24,33
20,40,35,32,37,29
26,37,26,30,29,26
15,30,25,31,19,20
31,35,34,28,31,27
25,28,27,31,32,29
19,23,35,27,31,21
36,39,34,26,36,27
28,24,29,21,31,22
32,32,35,37,29,27
28,19,32,31,23,21
30,22,23,35,16,30
31,27,24,31,33,26
31,31,28,28,36,22
33,32,24,30,35,21
31,32,32,22,36,22
29,33,25,30,29,26
40,30,35,26,24,30
32,25,27,28,24,26
29,33,26,23,39,34
27,30,23,27,20,26
29,29,34,25,28,12
26,37,24,30,26,33
35,35,34,27,22,23
29,34,33,25,26,27
23,31,32,28,31,27
39,28,40,36,44,45
32,33,29,32,23,22
32,28,32,28,30,26
27,35,24,33,27,18
39,26,27,30,27,13
22,32,18,32,30,41
21,26,25,33,31,21
31,27,23,29,32,18
26,23,27,39,29,19
35,30,32,26,36,21
34,30,29,28,33,25
25,25,23,30,29,27
27,48,24,31,31,26
28,27,37,31,29,29
34,26,28,29,27,24
25,34,32,35,33,25
32,31,34,27,24,23
23,30,39,40,30,31
38,32,33,22,25,19
33,26,27,30,24,21
35,31,39,31,35,32
27,25,22,34,31,24
28,23,35,25,32,28
33,33,29,32,31,19
27,35,21,23,23,28
24,24,24,33,26,29
28,35,24,29,29,29
41,36,37,25,29,22
33,27,26,32,29,27
35,31,32,21,26,26
35,23,25,30,28,27
30,29,28,32,35,21
31,36,24,24,37,18
32,36,29,24,23,27
33,28,33,28,26,23
31,24,26,34,28,24
25,27,26,22,29,25
27,26,30,24,28,32
29,34,31,28,28,24
37,26,28,28,37,30
29,23,31,36,29,18
30,30,27,35,34,26
17,32,29,28,39,23
35,35,25,30,27,25
26,28,30,22,29,15
33,33,28,22,26,24
26,32,31,30,27,22
29,23,30,35,27,21
32,37,32,34,37,28
32,32,27,35,29,15
30,29,31,37,31,22
21,25,25,33,38,28
34,25,32,33,24,28
17,24,33,32,20,27
25,27,22,28,26,19
33,25,24,27,37,28
28,30,35,32,29,29
27,38,27,31,26,17
28,22,29,29,22,23
32,35,39,27,28,33
24,29,32,31,32,24
26,29,34,33,28,31
29,31,37,24,27,22
30,17,25,27,26,32
39,28,28,23,26,23
30,35,32,24,21,24
31,34,20,25,27,40
31,31,29,28,32,30
35,31,29,26,25,11
29,26,32,21,28,24
32,24,32,30,30,29
36,28,28,18,25,24
26,27,32,27,38,30
25,30,27,32,30,30
31,27,30,23,25,29
34,30,27,38,24,21
27,29,34,27,22,19
24,26,23,27,36,24
30,25,33,38,34,19
30,33,28,30,31,28
27,27,29,28,27,24
31,34,29,27,33,35
24,25,30,33,31,19
24,28,34,33,22,41
28,22,27,32,30,16
26,34,36,30,27,35
25,24,28,29,25,37
44,18,27,21,16,28
21,32,32,31,31,29
32,29,31,33,25,26
34,34,21,34,33,30
43,29,25,28,25,29
27,30,28,34,24,22
35,26,27,30,23,20
27,33,31,32,30,19
23,27,29,39,32,19
31,34,23,35,37,22
29,20,31,30,18,31
30,29,22,30,30,26
33,30,20,27,34,29
30,42,29,26,34,19
35,29,31,31,24,20
32,36,26,33,34,30
27,28,34,40,29,27
24,30,33,30,23,17
36,29,30,25,30,22
30,25,30,30,23,24
27,33,30,30,36,25
29,32,24,33,33,36
34,24,29,24,23,31
26,36,28,31,44,17
32,32,28,28,30,22
31,29,28,35,30,32
34,38,33,18,38,26
38,29,36,32,43,40
34,27,24,34,25,45
34,35,26,27,31,25
33,21,39,29,21,29
33,30,34,22,30,31
29,38,36,20,28,32
31,22,27,39,25,22
29,21,33,32,22,27
25,20,21,29,28,33
34,29,26,35,31,22
33,28,41,33,30,27
25,30,28,25,38,22
27,34,25,39,22,30
27,30,30,29,29,31
32,37,32,31,17,31
28,22,22,28,25,29
31,29,36,36,26,32
25,27,39,36,31,23
28,29,42,29,32,43
27,30,30,29,30,25
32,29,28,31,30,23
28,25,27,32,27,27
30,38,30,37,28,19
34,26,24,28,32,35
34,32,25,31,38,24
20,28,33,31,24,28
31,27,24,30,23,39
36,27,32,18,31,23
31,25,21,35,32,31
35,37,32,25,32,24
41,30,34,30,37,26
29,27,28,35,22,11
31,35,28,39,33,23
30,23,32,24,25,21
29,37,41,31,32,43
31,31,33,32,32,27
31,32,30,28,32,24
31,32,28,32,24,32
29,20,31,28,22,13
30,27,21,25,28,31
23,26,34,40,24,29
24,19,32,34,22,20
29,22,19,28,30,39
28,32,23,35,31,24
24,28,30,30,36,23
34,27,33,22,24,21
22,24,33,32,27,18
30,33,30,31,39,24
27,29,28,30,23,26
33,26,36,33,27,34
30,35,25,26,35,33
17,25,25,33,31,25
29,29,30,27,19,34
25,40,30,20,24,18
30,30,28,21,26,31
25,31,37,35,25,26
36,30,32,26,30,22
28,32,32,38,43,23
28,35,25,32,29,34
31,32,22,31,32,30
29,37,29,36,38,29
31,28,35,34,36,30
20,32,22,28,39,42
25,25,22,22,30,30
30,42,24,29,34,32
24,24,27,28,32,22
33,24,33,26,36,23
32,31,31,30,23,24
30,26,36,32,27,30
25,24,31,42,22,19
26,27,30,26,33,18
42,29,39,23,29,30
27,33,25,27,27,34
33,30,28,27,32,19
33,23,36,28,33,29
31,29,30,31,24,28
31,17,32,36,24,23
42,26,33,32,28,28
32,26,36,23,32,32
27,34,23,27,37,28
38,29,30,30,32,29
28,26,25,37,39,25
37,24,24,25,22,14
36,27,30,40,26,33
32,33,19,29,25,19
22,29,28,34,26,25
31,26,28,33,27,23
23,25,38,40,29,33
32,35,30,28,40,30
22,25,25,31,20,31
35,28,26,26,30,36
28,35,20,22,35,35
35,31,37,31,26,20
32,33,32,28,31,13
31,39,44,32,38,31
22,22,29,30,29,26
30,35,34,25,34,19
34,27,26,30,31,26
23,26,26,33,31,22
22,35,27,33,28,24
22,27,25,32,29,22
19,30,30,29,36,19
34,33,33,22,30,23
21,29,32,36,25,24
27,26,20,28,26,31
35,37,26,26,31,19
41,19,34,18,26,26
26,29,19,32,24,42
34,25,27,25,32,27
36,34,25,31,23,21
40,28,25,33,28,21
25,38,34,33,37,19
29,34,36,39,25,33
28,33,24,26,21,28
30,33,38,19,35,30
26,27,23,37,45,30
32,25,27,22,39,30
34,32,27,32,26,25
34,36,35,27,33,26
25,26,34,37,32,30
32,36,26,31,31,19
25,26,26,26,25,36
30,30,26,33,31,33
25,27,18,32,38,31
