"v1","v2","v3","v4","v5","v6"
30,32,40,25,28,38
31,29,30,25,32,31
28,21,36,37,26,27
27,28,27,31,26,17
34,26,40,34,38,27
23,34,35,35,31,32
36,22,28,21,22,21
31,29,36,30,28,26
26,37,26,40,29,23
25,35,34,33,36,27
33,21,33,27,34,28
23,35,27,30,23,27
32,33,31,23,32,24
20,27,30,31,33,33
31,33,28,39,31,19
32,26,21,37,29,26
37,26,25,32,39,26
22,24,34,26,23,26
28,31,40,35,27,35
33,31,35,27,30,28
42,24,24,28,29,28
31,24,37,34,29,29
31,32,26,28,34,19
27,29,21,33,22,26
30,33,38,25,44,29
26,27,34,35,24,29
35,32,36,31,39,39
41,26,31,28,30,20
35,24,20,37,28,45
32,33,26,26,22,30
24,32,34,31,25,19
21,28,24,28,37,23
34,34,31,32,29,18
27,39,31,33,36,20
36,33,33,29,24,33
33,27,20,28,34,42
31,33,34,34,30,24
31,38,25,36,30,29
29,29,32,20,24,28
36,19,29,30,20,29
35,27,35,21,29,21
37,29,34,23,30,22
35,25,30,34,38,29
41,29,35,27,22,27
37,27,24,32,27,22
31,36,29,38,26,20
32,40,35,28,38,27
29,31,31,27,29,23
28,28,30,27,36,27
33,33,32,31,32,27
37,31,33,22,25,26
23,32,21,39,33,39
25,32,28,34,30,24
39,37,28,28,21,15
25,28,32,30,27,18
30,24,29,32,20,33
31,31,34,35,31,27
38,28,37,33,35,33
36,30,28,27,30,22
33,33,33,27,28,19
34,35,38,27,35,27
39,29,28,19,38,32
32,31,29,30,22,22
31,23,31,29,25,18
30,35,24,25,28,29
33,30,36,33,28,38
29,34,29,27,35,28
22,31,32,26,33,29
35,24,30,24,22,23
34,30,34,31,24,32
35,23,31,22,28,21
33,32,32,30,27,25
17,32,31,37,30,20
29,26,34,29,29,24
28,25,38,38,22,27
26,25,29,27,27,23
36,31,23,40,38,29
38,30,28,29,37,23
35,30,33,31,35,32
33,32,28,31,27,25
24,23,27,32,27,30
34,28,20,34,28,23
31,22,23,34,33,37
28,28,37,37,34,27
37,37,31,25,38,15
19,31,25,33,30,22
28,37,25,37,37,29
30,29,35,36,23,32
28,23,32,33,31,15
30,31,27,23,29,27
37,25,31,28,33,28
20,38,28,36,29,30
34,33,36,24,33,29
40,34,29,28,30,28
24,30,34,33,36,15
24,26,31,34,29,22
27,21,26,37,29,39
28,25,30,31,24,30
31,33,28,26,31,20
21,33,36,26,30,26
27,30,33,32,31,20
29,27,34,31,31,17
33,26,26,22,31,29
27,33,39,40,32,33
29,29,31,30,38,24
37,30,19,33,32,38
26,30,32,32,29,27
32,22,31,36,30,28
29,35,27,33,31,26
29,24,28,35,32,28
33,29,37,31,32,31
40,26,27,25,25,29
15,31,33,36,32,22
21,29,33,42,42,23
28,39,29,24,32,24
30,35,30,30,36,20
27,23,27,36,31,25
30,30,21,26,31,30
34,28,36,29,21,27
29,32,27,27,32,30
34,24,36,31,29,16
36,21,34,28,28,29
40,36,33,30,30,27
30,39,29,33,37,19
24,37,32,40,23,29
30,40,29,30,32,22
30,26,20,25,35,35
32,30,33,31,33,29
35,32,36,30,29,23
31,23,32,40,23,10
31,36,39,35,38,31
33,25,36,32,36,20
26,27,28,43,39,25
30,27,22,33,31,33
30,34,35,33,36,29
25,35,30,33,27,21
32,27,35,32,29,29
32,22,33,39,23,23
27,28,34,42,28,24
30,31,32,32,32,25
40,27,44,33,29,36
34,33,33,23,26,25
30,31,34,33,22,24
36,34,32,30,25,21
28,30,23,32,44,23
32,37,27,30,32,34
34,30,19,27,31,31
30,31,32,33,30,30
34,31,32,28,30,17
30,19,32,30,24,22
34,30,35,31,32,23
29,34,32,24,29,22
28,35,30,34,34,28
