"v1.1","v1.2","v1.3","v1.4","v1.5","v1.6","v1.7","v1.8","v1.9","v1.10","v2.1","v2.2","v2.3","v2.4","v2.5","v2.6","v2.7","v2.8","v2.9","v2.10","v3.1","v3.2","v3.3","v3.4","v3.5","v3.6","v3.7","v3.8","v3.9","v3.10","v4.1","v4.2","v4.3","v4.4","v4.5","v4.6","v4.7","v4.8","v4.9","v4.10","v5.1","v5.2","v5.3","v5.4","v5.5","v5.6","v5.7","v5.8","v5.9","v5.10","v6.1","v6.2","v6.3","v6.4","v6.5","v6.6","v6.7","v6.8","v6.9","v6.10","v1","v2","v3","v4","v5","v6"
3,3,5,4,4,5,4,3,4,3,2,2,3,3,1,2,3,3,2,3,3,3,2,5,2,3,5,3,4,3,3,2,2,2,3,2,1,2,3,2,2,1,1,1,1,1,5,1,1,1,2,2,3,2,3,2,3,2,2,3,38,24,33,22,15,24
4,4,3,3,2,3,4,3,3,2,2,3,3,3,3,3,2,3,4,2,1,2,2,3,3,1,3,3,4,3,3,1,2,2,2,1,3,2,2,2,2,3,2,2,2,2,4,3,3,3,3,4,4,4,3,3,3,3,3,2,31,28,25,20,26,32
4,3,4,5,5,3,4,4,4,3,3,4,3,3,4,4,4,4,3,4,3,4,4,3,4,3,4,4,3,2,2,2,2,1,2,2,1,2,1,2,4,4,4,4,4,4,1,4,4,5,2,2,3,2,2,2,2,2,2,2,39,36,34,17,38,21
2,1,3,1,1,2,2,1,2,2,3,4,4,3,4,4,4,4,4,3,3,3,3,4,3,1,3,4,2,2,5,3,3,4,4,3,3,3,3,4,4,5,3,4,4,3,2,4,3,4,2,2,2,2,2,2,2,3,2,2,17,37,28,35,36,21
4,4,5,2,2,3,3,3,4,4,4,3,4,5,4,4,4,4,4,3,2,2,1,2,1,2,3,1,3,1,3,3,4,3,3,4,2,3,4,5,4,5,4,4,4,4,1,5,4,5,3,4,4,4,4,4,4,4,4,5,34,39,18,34,40,40
4,4,5,5,4,3,4,5,5,4,3,3,4,2,2,3,2,2,2,3,3,2,2,3,3,2,2,3,3,2,3,4,2,2,3,2,3,3,3,4,2,3,2,2,2,3,4,2,3,3,2,2,2,2,3,2,2,3,2,3,43,26,25,29,26,23
3,2,2,3,3,2,3,4,2,2,2,4,2,4,1,3,3,4,3,4,3,2,2,3,3,1,3,2,3,2,3,3,4,3,2,2,2,3,2,4,3,4,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,26,30,24,28,32,29
4,2,4,4,4,4,3,4,3,5,2,4,2,3,3,3,2,3,2,2,4,4,3,4,4,5,2,4,4,3,4,3,2,2,3,4,4,2,4,3,2,2,2,3,2,2,3,3,3,3,4,4,4,4,4,4,3,3,4,4,37,26,37,31,25,38
4,2,4,4,5,3,5,3,2,3,4,3,4,5,3,3,4,3,3,5,2,3,2,3,3,2,3,3,3,3,3,2,3,2,3,3,4,2,3,4,4,4,4,4,4,4,2,4,4,5,1,3,2,1,2,1,2,2,2,3,35,37,27,29,39,19
2,4,4,4,3,4,4,3,3,3,2,3,2,3,2,2,2,1,3,2,3,3,2,3,2,2,2,3,4,3,3,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,34,22,27,25,23,21
4,3,2,4,3,3,3,4,4,2,3,3,2,4,2,3,4,3,3,3,3,3,3,4,4,4,3,3,4,5,3,2,3,3,2,3,2,2,2,3,2,2,2,3,3,2,3,2,3,3,1,2,2,1,2,2,2,2,2,2,32,30,36,25,25,18
4,3,4,2,2,3,4,4,3,3,2,3,2,3,3,2,2,3,3,2,3,3,1,3,2,2,2,2,3,1,4,4,3,2,5,3,3,3,5,3,3,3,3,2,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,32,25,22,35,29,50
4,4,4,2,3,3,4,3,3,1,3,3,4,3,4,3,4,3,3,3,3,3,4,3,4,2,3,3,3,2,4,2,3,3,2,4,3,3,3,2,4,4,3,4,3,3,3,3,3,3,3,2,3,2,2,1,3,3,2,3,31,33,30,29,33,24
5,2,4,3,3,3,4,3,4,2,3,4,3,4,3,2,3,3,4,3,4,3,3,4,3,5,5,3,4,3,3,3,3,2,3,3,2,2,3,2,3,3,2,2,2,2,4,2,2,2,4,4,3,4,4,4,4,3,4,3,33,32,37,26,24,37
4,2,4,3,3,3,3,3,4,3,2,4,4,3,2,3,3,2,3,3,3,3,2,3,4,3,1,3,3,3,3,3,3,2,2,3,2,2,2,3,3,3,2,3,3,2,3,2,3,3,3,3,3,2,3,2,2,2,3,3,32,29,28,25,27,26
3,3,4,2,2,4,3,2,3,3,3,3,3,3,3,4,2,3,3,4,4,3,2,4,3,3,3,4,4,4,4,3,3,3,4,4,3,3,3,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,3,2,3,3,3,3,29,31,34,33,25,28
3,3,3,3,3,3,3,2,3,3,2,4,3,2,3,1,2,3,3,2,4,4,3,4,3,2,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,2,4,4,4,2,3,3,3,3,2,2,2,3,3,29,25,33,32,34,26
4,4,4,4,3,4,4,5,5,3,4,4,2,4,3,4,4,3,2,3,3,4,2,2,2,2,3,2,3,3,3,2,1,1,2,3,2,2,2,3,2,2,2,2,2,2,4,2,2,3,2,2,1,2,2,2,2,2,2,2,40,33,26,21,23,19
4,3,5,4,3,3,4,3,4,3,2,4,3,4,3,5,4,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,4,3,4,3,4,4,4,4,4,4,4,2,4,4,4,3,2,2,3,2,2,2,3,2,3,36,35,28,32,38,24
3,3,3,2,3,2,2,2,3,2,3,4,2,3,3,4,2,4,4,2,4,3,2,4,4,3,3,4,3,4,5,4,5,3,3,5,5,3,5,5,3,3,3,3,3,2,2,4,3,3,2,2,2,2,3,3,2,2,3,3,25,31,34,43,29,24
4,3,2,3,2,3,3,3,3,3,2,3,4,4,2,3,4,4,1,3,3,2,3,3,3,2,2,2,3,2,3,3,2,2,2,3,2,3,3,3,4,5,4,4,4,4,2,4,4,5,4,4,3,3,4,3,4,4,4,4,29,30,25,26,40,37
3,3,4,4,3,3,3,3,3,3,3,2,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,5,4,4,3,4,3,3,2,3,3,3,4,3,3,4,3,4,3,3,5,4,4,2,2,2,2,3,2,2,2,2,3,32,31,34,32,36,22
3,4,3,4,5,4,4,3,2,4,2,2,3,2,1,2,2,3,2,2,3,4,2,3,3,3,2,3,3,2,4,3,2,2,3,3,3,4,4,2,2,2,2,1,2,2,5,1,2,2,3,3,4,3,3,3,4,3,4,3,36,21,28,30,21,33
4,3,3,4,4,3,4,4,3,5,2,4,3,4,3,3,4,3,3,4,3,2,2,3,3,4,1,3,3,2,3,2,3,3,1,3,1,2,2,2,3,3,3,3,2,3,3,3,2,4,2,2,2,2,2,2,3,2,2,3,37,33,26,22,29,22
4,3,4,4,4,3,4,3,4,3,2,2,3,3,3,3,3,3,2,3,3,3,4,3,3,3,2,3,2,3,4,4,4,3,4,3,2,3,3,4,3,4,3,2,2,3,3,3,3,3,3,3,4,2,4,3,3,3,3,4,36,27,29,34,29,32
3,2,3,3,3,4,5,3,3,3,2,3,2,4,2,2,2,3,3,3,3,3,3,2,3,2,2,2,3,2,3,2,3,2,4,3,3,2,3,4,2,3,3,3,2,2,3,2,3,3,2,2,3,2,2,1,2,1,2,2,32,26,25,29,26,19
3,2,3,2,3,3,2,4,3,2,3,3,5,5,2,3,3,5,4,4,3,3,4,2,4,4,2,4,3,2,4,4,3,3,4,4,4,3,4,5,3,4,3,3,4,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,27,37,31,38,32,19
3,4,3,5,3,4,3,3,3,2,2,2,4,3,3,2,2,3,2,4,2,2,3,4,5,4,4,4,4,1,3,3,3,3,2,4,4,3,4,3,2,3,2,2,2,2,4,2,2,3,3,3,3,2,3,2,2,2,2,3,33,27,33,32,24,25
3,3,3,3,4,4,2,3,4,3,2,4,3,2,1,3,2,2,4,3,4,3,3,4,3,2,2,3,4,4,3,3,3,3,3,2,2,2,3,2,2,3,2,2,2,3,3,2,3,2,3,3,3,3,3,2,3,3,3,4,32,26,32,26,24,30
3,4,3,4,4,4,5,4,4,3,2,4,3,4,4,3,3,4,3,2,4,4,2,3,2,2,3,2,3,3,4,2,3,2,3,3,3,2,3,4,2,2,2,2,2,2,4,2,2,2,2,2,1,1,2,2,2,2,2,2,38,32,28,29,22,18
4,2,5,4,2,4,3,3,4,4,3,3,4,3,2,3,3,4,2,4,4,4,3,4,4,3,3,4,3,4,3,4,3,3,3,2,2,2,4,3,2,3,3,2,3,2,4,3,3,3,3,3,3,3,3,3,3,2,2,3,35,31,36,29,28,28
2,4,4,4,2,3,3,3,2,3,2,3,3,3,3,3,3,4,2,2,2,3,2,2,2,4,2,4,4,3,4,2,3,4,3,3,3,3,5,5,4,4,3,3,4,4,2,3,3,4,2,1,2,2,2,2,2,3,2,2,30,28,28,35,34,20
4,3,3,4,4,3,4,4,3,4,2,3,1,4,2,3,3,2,2,4,3,3,4,2,5,3,3,2,4,3,4,3,4,4,4,3,4,4,3,5,3,4,3,4,3,3,2,4,3,4,3,2,3,3,3,3,3,2,2,4,36,26,32,38,33,28
4,3,5,3,4,4,4,3,4,2,3,4,4,5,4,4,3,5,5,3,3,3,2,4,3,1,2,3,2,2,4,3,3,3,3,3,4,4,4,3,2,3,2,2,2,2,4,2,2,3,2,1,2,2,2,2,2,3,2,2,36,40,25,34,24,20
5,3,4,4,4,4,4,4,5,4,2,3,3,3,3,4,4,4,3,3,2,3,3,2,3,2,3,1,3,2,4,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,2,3,3,4,2,2,3,2,2,2,3,3,3,3,41,32,24,32,32,25
3,2,3,2,2,3,4,3,3,2,2,2,3,4,3,3,4,1,3,2,3,3,2,3,3,2,2,2,3,2,2,4,3,3,3,3,2,3,2,3,4,3,3,3,3,2,3,3,2,3,2,1,2,2,2,2,2,3,3,2,27,27,25,28,29,21
3,4,3,3,3,3,3,2,3,2,3,2,1,3,3,3,2,3,3,2,3,2,3,3,3,3,3,4,3,3,3,3,3,2,4,3,4,3,5,3,2,2,2,2,1,2,4,2,2,2,3,3,4,3,3,3,3,3,2,3,29,25,30,33,21,30
4,3,3,4,3,3,4,4,4,3,3,3,4,3,2,3,3,3,4,3,3,2,1,3,4,2,2,1,3,2,4,3,3,2,3,2,2,2,2,4,4,4,3,3,4,4,2,5,4,4,2,3,2,3,3,3,2,2,2,3,35,31,23,27,37,25
3,2,4,2,2,3,3,3,3,2,3,1,3,2,3,3,4,2,3,2,3,2,4,2,2,2,2,3,3,3,4,3,3,2,3,2,3,4,3,4,3,3,3,2,2,2,3,3,3,3,3,2,3,2,3,2,2,3,3,3,27,26,26,31,27,26
5,4,4,5,3,4,3,3,3,4,2,3,2,3,4,4,2,4,4,4,3,3,2,3,2,2,4,3,4,2,2,2,1,2,2,3,2,3,3,3,2,3,2,1,2,2,4,2,2,2,3,3,3,3,3,3,3,3,4,3,38,32,28,23,22,31
3,3,2,3,2,3,3,3,2,2,1,3,3,4,3,3,3,2,2,3,3,2,2,3,3,2,2,4,2,2,3,3,2,2,2,2,3,3,2,2,3,4,4,4,4,4,2,4,4,4,3,3,4,2,3,2,3,3,3,3,26,27,25,24,37,29
4,2,5,3,2,3,2,2,3,1,4,4,3,4,3,4,3,5,5,4,3,3,3,3,4,3,2,3,4,4,3,2,3,3,3,1,3,2,2,2,4,4,4,3,4,4,2,5,4,4,2,2,2,2,2,2,2,2,3,2,27,39,32,24,38,21
