"v1.1","v1.2","v1.3","v1.4","v1.5","v1.6","v1.7","v1.8","v1.9","v1.10","v2.1","v2.2","v2.3","v2.4","v2.5","v2.6","v2.7","v2.8","v2.9","v2.10","v3.1","v3.2","v3.3","v3.4","v3.5","v3.6","v3.7","v3.8","v3.9","v3.10","v4.1","v4.2","v4.3","v4.4","v4.5","v4.6","v4.7","v4.8","v4.9","v4.10","v5.1","v5.2","v5.3","v5.4","v5.5","v5.6","v5.7","v5.8","v5.9","v5.10","v6.1","v6.2","v6.3","v6.4","v6.5","v6.6","v6.7","v6.8","v6.9","v6.10","v1","v2","v3","v4","v5","v6"
3,3,3,3,3,2,3,3,3,2,3,2,2,3,3,3,3,3,2,3,2,2,3,3,3,2,3,3,2,2,2,3,4,4,4,3,3,3,4,3,2,2,3,3,2,2,4,1,3,2,2,2,3,2,2,2,2,2,2,2,28,27,25,33,24,21
4,3,4,3,3,3,3,3,4,4,3,3,4,4,4,3,2,4,3,3,4,3,3,2,4,3,4,4,5,3,4,4,4,3,5,4,4,5,4,4,3,3,3,4,3,3,3,3,3,4,3,3,2,3,2,3,3,2,2,2,34,33,35,41,32,25
3,4,3,3,4,4,4,4,3,4,3,3,2,3,3,3,1,3,2,2,3,3,3,4,2,4,4,3,3,3,3,3,3,2,3,3,3,3,4,3,2,3,2,2,2,2,4,2,2,3,2,2,3,2,2,2,3,2,3,2,36,25,32,30,24,23
4,4,3,3,3,4,2,3,3,3,4,4,2,3,3,2,2,3,3,2,4,4,4,4,4,5,4,3,4,3,3,4,3,4,5,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,4,4,32,28,39,36,30,36
2,3,4,3,3,3,2,3,3,3,3,3,3,3,5,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,2,3,2,3,3,3,2,3,4,3,4,5,4,4,4,5,2,3,4,5,4,4,5,5,5,5,4,4,4,4,29,35,38,28,40,44
3,3,3,3,3,3,1,3,3,3,3,2,4,3,3,2,4,3,3,3,3,3,1,2,3,3,3,4,1,3,3,2,3,3,3,3,2,1,2,2,3,4,4,3,3,4,4,3,4,3,2,1,2,2,2,2,2,2,2,3,28,30,26,24,35,20
2,3,3,3,4,3,5,3,3,3,3,2,3,3,4,3,3,2,4,2,3,3,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,4,4,4,3,3,2,4,4,4,2,2,3,2,2,2,2,2,2,2,32,29,31,31,36,21
3,4,4,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,2,3,2,2,2,3,4,4,3,2,2,4,4,5,4,3,5,5,4,3,4,4,3,3,4,3,4,2,3,4,3,3,4,4,4,4,3,5,4,4,4,31,27,27,41,33,39
2,3,2,3,2,2,3,3,2,3,1,2,3,3,2,4,2,3,2,3,4,3,4,3,3,5,4,4,4,4,2,2,3,2,3,4,2,3,3,2,1,2,1,2,2,2,4,1,3,2,3,3,4,3,3,2,3,3,3,3,25,25,38,26,20,30
3,3,3,2,3,2,5,2,3,3,4,2,3,4,4,3,3,5,4,3,3,3,3,4,2,2,3,3,2,3,3,3,3,3,3,3,3,1,2,3,3,4,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,3,2,29,35,28,27,31,22
3,4,2,2,3,3,2,3,3,2,4,3,4,4,5,4,2,3,3,2,1,2,3,3,2,1,2,2,3,1,1,3,1,2,3,3,3,2,2,3,3,4,3,4,3,3,3,3,4,4,2,1,3,2,3,3,2,3,3,2,27,34,20,23,34,24
3,2,3,3,3,3,3,3,3,4,4,4,4,3,4,4,3,4,3,2,2,3,4,4,3,4,3,4,4,1,2,3,3,3,2,4,2,3,2,2,3,3,4,3,4,3,3,3,4,4,2,2,2,3,2,3,2,1,2,2,30,35,32,26,34,21
2,1,3,4,2,2,2,3,3,3,5,3,4,4,3,3,3,4,3,2,3,5,3,3,3,5,5,4,4,4,3,4,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,4,3,3,25,34,39,27,30,35
2,2,2,3,3,2,3,2,1,2,2,2,4,3,4,3,4,4,4,3,3,2,3,4,2,3,4,3,4,3,2,3,4,2,4,2,2,2,2,3,4,4,4,4,4,3,2,4,4,3,3,3,3,3,3,3,3,3,2,3,22,33,31,26,36,29
3,4,4,3,4,3,3,5,4,5,4,4,4,4,5,4,3,4,3,3,2,2,3,3,3,3,3,2,4,3,5,4,3,4,3,3,3,3,4,4,3,4,3,3,3,4,2,4,4,4,4,3,3,3,3,3,3,3,3,3,38,38,28,36,34,31
3,3,3,2,4,3,3,3,4,4,3,3,3,3,3,2,2,2,2,2,3,4,2,3,3,5,3,4,5,4,4,3,3,3,4,2,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,32,25,36,32,31,30
3,2,2,2,3,1,3,3,2,3,3,4,3,3,3,3,2,3,3,3,2,3,3,3,2,2,2,3,3,2,3,2,3,2,2,3,2,3,2,2,3,3,2,2,2,3,5,2,3,3,1,1,2,2,2,1,1,2,2,2,24,30,25,24,28,16
