"v1.1","v1.2","v1.3","v1.4","v1.5","v1.6","v1.7","v1.8","v1.9","v1.10","v2.1","v2.2","v2.3","v2.4","v2.5","v2.6","v2.7","v2.8","v2.9","v2.10","v3.1","v3.2","v3.3","v3.4","v3.5","v3.6","v3.7","v3.8","v3.9","v3.10","v4.1","v4.2","v4.3","v4.4","v4.5","v4.6","v4.7","v4.8","v4.9","v4.10","v5.1","v5.2","v5.3","v5.4","v5.5","v5.6","v5.7","v5.8","v5.9","v5.10","v6.1","v6.2","v6.3","v6.4","v6.5","v6.6","v6.7","v6.8","v6.9","v6.10","v1","v2","v3","v4","v5","v6"
1,1,2,2,3,1,2,3,3,2,4,5,4,5,4,4,4,5,4,5,3,4,3,2,2,2,4,2,2,3,3,4,3,3,2,2,3,2,2,2,3,4,3,3,3,4,3,4,2,3,3,3,2,3,3,2,3,3,2,3,20,44,27,26,32,27
3,3,2,4,2,3,3,3,3,4,4,4,3,2,4,3,3,3,2,3,3,3,2,3,1,3,3,3,1,3,3,3,4,3,2,4,4,2,3,1,3,3,3,3,2,3,4,3,3,4,2,3,3,2,2,3,3,2,3,2,30,31,25,29,31,25
2,2,3,4,2,3,3,3,2,2,3,3,2,3,4,3,4,3,3,4,4,4,4,3,4,4,3,3,5,4,3,2,4,2,2,2,3,2,3,3,2,2,2,3,2,3,3,3,2,2,3,4,3,3,2,3,3,3,3,3,26,32,38,26,24,30
2,3,2,4,3,3,3,2,3,3,3,2,3,4,3,2,4,4,3,2,2,3,3,2,3,2,2,2,2,2,3,3,4,3,2,2,4,3,4,3,3,4,4,4,3,4,2,3,3,4,2,3,3,2,2,2,3,2,3,2,28,30,23,31,34,24
4,3,2,4,3,3,3,4,4,4,3,3,3,4,3,3,4,4,3,3,3,2,4,2,1,3,3,2,2,2,3,3,3,2,4,2,3,3,2,3,2,2,2,2,1,2,4,2,2,2,3,3,4,3,3,4,3,3,3,3,34,33,24,28,21,32
2,4,2,4,4,2,3,1,4,4,3,3,3,2,2,3,5,3,2,3,3,4,3,3,2,3,3,1,2,3,2,2,2,2,2,2,2,2,1,1,3,3,2,3,2,2,3,3,2,3,2,4,3,3,3,3,3,3,3,3,30,29,27,18,26,30
2,2,3,3,3,1,3,3,1,2,4,3,3,1,4,2,3,2,4,4,3,3,3,3,4,5,4,3,3,4,3,3,2,4,2,1,4,3,3,3,2,3,2,3,3,3,3,3,3,4,3,3,3,4,3,4,4,4,3,3,23,30,35,28,29,34
4,4,2,4,3,4,4,5,4,5,4,4,4,5,4,5,4,3,5,4,2,3,2,2,3,1,2,2,2,3,4,3,4,3,3,1,2,3,4,3,4,5,4,4,4,4,1,4,4,5,2,3,4,3,3,3,3,3,3,3,39,42,22,30,39,30
3,2,3,1,3,2,3,2,4,2,3,3,4,2,3,3,3,3,2,3,3,5,5,4,5,4,4,3,4,5,2,3,3,2,2,1,2,2,3,2,2,3,2,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,25,29,42,22,29,50
4,4,5,4,4,4,4,3,3,5,3,3,4,4,4,3,5,4,2,3,2,4,4,3,3,4,4,4,4,3,4,3,2,1,2,2,3,3,3,2,4,4,3,4,3,3,2,3,4,4,2,3,2,2,2,3,3,3,3,3,40,35,35,25,34,26
3,2,2,4,4,3,3,5,4,4,4,2,2,3,2,2,3,3,3,3,3,3,4,3,3,2,3,2,2,3,2,3,3,2,3,1,3,3,2,2,3,3,2,3,3,4,3,3,3,3,2,2,3,2,2,3,3,3,2,2,34,27,28,24,30,24
3,3,3,3,4,3,3,4,2,2,4,4,2,5,3,3,4,4,4,4,2,4,4,5,3,3,3,3,4,3,2,3,4,3,2,2,3,3,2,3,5,5,4,4,4,5,1,5,5,5,2,3,4,3,3,4,3,3,3,4,30,37,34,27,43,32
3,3,2,3,3,3,3,3,3,3,5,4,5,4,4,3,3,5,5,4,3,3,3,3,3,3,4,3,4,3,3,3,3,2,2,4,3,3,3,2,2,2,2,2,2,2,3,3,2,3,2,3,2,4,4,4,3,2,3,3,29,42,32,28,23,30
4,3,2,3,3,2,3,3,2,4,2,3,3,4,2,4,3,2,3,3,3,2,3,4,3,3,4,3,1,4,4,3,3,4,3,3,4,4,4,4,3,2,2,3,3,3,4,3,3,3,2,2,3,3,3,3,2,2,3,2,29,29,30,36,29,25
