"v1.1","v1.2","v1.3","v1.4","v1.5","v1.6","v1.7","v1.8","v1.9","v1.10","v2.1","v2.2","v2.3","v2.4","v2.5","v2.6","v2.7","v2.8","v2.9","v2.10","v3.1","v3.2","v3.3","v3.4","v3.5","v3.6","v3.7","v3.8","v3.9","v3.10","v4.1","v4.2","v4.3","v4.4","v4.5","v4.6","v4.7","v4.8","v4.9","v4.10","v5.1","v5.2","v5.3","v5.4","v5.5","v5.6","v5.7","v5.8","v5.9","v5.10","v6.1","v6.2","v6.3","v6.4","v6.5","v6.6","v6.7","v6.8","v6.9","v6.10","v1","v2","v3","v4","v5","v6"
4,3,3,3,3,4,3,4,3,4,4,3,4,4,4,4,4,3,4,3,3,4,3,3,4,4,3,5,3,3,3,4,4,3,5,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,3,34,37,35,34,30,23
2,2,3,2,2,2,2,3,1,1,4,4,3,3,4,3,3,4,2,4,4,3,2,4,4,5,3,3,5,2,2,4,2,3,3,4,3,2,3,3,4,5,4,4,4,4,2,4,3,4,1,1,2,2,1,2,2,1,2,1,20,34,35,29,38,15
2,2,2,3,2,2,3,1,3,1,2,4,3,4,2,5,3,4,2,3,4,4,3,3,4,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,4,3,21,32,33,27,29,34
3,4,2,2,3,4,3,2,3,2,3,3,3,2,3,3,3,3,3,2,4,3,3,4,3,4,4,3,3,5,3,2,2,3,3,2,2,2,2,4,4,3,4,4,4,4,2,4,4,4,2,2,2,2,2,1,2,2,1,2,28,28,36,25,37,18
2,2,4,2,3,4,2,2,3,4,4,2,3,2,3,3,3,2,3,3,4,3,4,3,4,3,3,3,3,3,4,4,3,3,3,3,4,4,3,4,3,4,3,3,4,3,3,4,3,3,2,3,1,2,2,2,2,2,2,2,28,28,33,35,33,20
3,2,3,3,3,4,4,2,3,3,3,3,3,3,2,2,3,3,2,2,3,3,3,2,2,4,3,3,3,2,4,4,3,3,2,4,2,4,2,3,2,3,3,3,3,3,3,3,4,3,4,3,3,2,3,3,3,3,2,3,30,26,28,31,30,29
3,2,2,2,2,1,2,2,3,1,3,3,3,4,3,3,3,3,3,4,3,1,4,3,3,3,2,3,3,2,3,2,2,2,3,2,3,3,2,2,2,2,2,2,2,3,4,3,1,2,2,2,3,3,2,3,2,2,3,3,20,32,27,24,23,25
2,2,4,3,3,2,2,3,3,2,3,3,3,3,3,4,4,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,4,2,3,3,3,2,2,2,3,3,2,3,3,4,3,2,2,3,3,3,2,3,3,3,2,3,3,26,31,28,28,27,28
2,2,3,1,1,3,3,3,2,3,5,5,3,4,4,4,3,5,5,5,3,3,3,1,2,3,1,2,2,2,3,4,4,2,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,4,3,4,4,4,4,4,23,43,22,32,32,38
3,5,4,3,3,3,4,3,3,3,3,4,4,3,4,4,3,3,5,3,4,4,3,3,4,4,2,3,4,3,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,4,3,3,3,3,2,2,2,3,2,2,2,2,2,34,36,34,29,25,22
3,2,2,2,2,3,3,4,4,3,2,1,3,2,2,1,2,2,1,2,3,4,3,3,3,5,3,4,4,5,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,3,2,1,3,28,18,37,32,31,20
3,4,2,3,2,3,4,2,3,4,4,2,2,2,3,3,3,3,3,2,4,4,3,4,4,4,3,3,4,3,3,3,4,3,3,4,3,4,3,3,5,4,5,5,5,4,2,5,5,5,3,3,3,3,3,3,3,2,2,4,30,27,36,33,45,29
4,4,2,4,2,4,2,4,4,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,3,4,4,3,4,4,2,3,4,2,3,3,2,2,2,2,4,3,3,2,2,2,2,2,2,2,3,3,1,3,33,29,33,33,26,22
2,2,3,2,3,4,2,1,2,2,2,2,3,3,2,2,3,2,1,2,3,4,4,3,4,3,4,4,3,4,3,3,2,2,2,2,2,3,2,2,2,2,1,2,2,2,5,2,2,2,3,3,3,3,3,3,3,2,2,2,23,22,36,23,22,27
4,4,3,4,4,4,4,5,4,4,3,2,2,3,3,4,2,5,4,4,4,2,3,3,4,3,2,2,4,3,4,4,3,5,4,5,5,4,4,3,3,2,2,3,2,3,4,3,2,2,2,2,2,2,2,2,3,2,2,3,40,32,30,41,26,22
2,1,1,2,2,3,3,3,1,3,3,3,4,3,2,4,3,3,4,2,3,4,3,3,2,3,2,3,3,2,3,3,3,4,2,2,3,2,2,2,3,3,2,3,2,2,4,3,2,2,3,2,2,2,2,2,2,2,2,2,21,31,28,26,26,21
3,3,3,4,2,3,3,3,4,2,4,5,4,4,5,4,3,4,3,3,3,5,3,4,3,4,4,4,3,4,3,4,3,4,3,2,3,4,4,2,2,3,3,3,2,3,4,3,2,3,3,2,3,3,3,2,3,2,3,4,30,39,37,32,28,28
3,3,2,2,3,3,2,3,2,3,3,4,3,3,3,2,3,4,4,3,2,3,3,4,3,4,2,3,3,2,2,2,2,1,2,2,1,2,2,1,3,3,3,3,2,2,4,3,2,3,2,3,2,2,3,2,2,3,3,3,26,32,29,17,28,25
4,3,3,4,3,4,4,5,4,4,3,4,4,4,5,4,2,3,4,4,4,3,3,3,4,4,3,4,3,4,2,3,3,4,3,4,4,4,3,3,5,4,4,4,3,4,3,4,4,4,3,3,3,3,3,3,3,4,3,3,38,37,35,33,39,31
3,2,3,4,3,3,4,4,4,4,4,3,3,3,4,3,2,3,3,3,4,3,3,3,3,4,3,2,4,3,2,3,3,3,4,4,4,4,3,4,3,3,2,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,3,34,31,32,34,29,23
4,4,4,3,3,3,3,4,4,3,3,2,2,2,2,3,3,2,3,4,4,3,3,3,3,4,4,4,2,2,2,3,3,3,2,2,2,2,3,3,4,3,2,2,3,3,3,3,2,2,3,3,4,3,3,3,3,2,3,3,35,26,32,25,27,30
2,3,4,2,3,2,3,3,3,3,3,5,2,2,2,3,3,3,3,3,3,4,2,4,3,4,2,4,3,2,4,4,3,3,3,4,4,4,2,5,3,3,4,3,3,3,3,3,2,4,3,3,4,3,3,4,3,3,3,3,28,29,31,36,31,32
2,2,1,2,3,2,2,3,2,2,5,3,3,3,2,3,3,3,4,2,3,3,4,3,4,5,2,3,2,4,4,2,2,2,3,2,3,2,2,2,3,4,3,3,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2,2,21,31,33,24,31,20
3,2,2,4,3,4,3,3,3,3,3,2,3,3,3,3,3,4,4,3,3,2,3,2,2,3,2,3,2,3,3,3,4,3,3,3,2,3,3,2,3,3,2,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,30,31,25,29,27,29
3,3,3,3,4,4,5,4,3,4,3,3,3,3,3,3,2,3,3,4,3,2,3,2,3,3,2,3,3,2,2,3,3,4,2,2,2,3,2,2,3,4,4,4,4,4,2,5,3,4,3,2,2,3,3,2,4,2,2,3,36,30,26,25,37,26
3,2,3,3,2,3,3,3,3,4,4,3,2,4,3,4,3,2,3,3,2,2,3,2,4,4,3,4,3,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,3,3,4,3,2,3,3,2,4,3,3,3,3,2,3,3,29,31,30,26,28,29
3,3,3,3,2,2,3,2,3,3,4,4,5,2,2,4,5,4,3,3,3,2,2,3,2,3,2,3,2,3,3,4,3,4,3,3,3,4,3,3,3,3,2,3,2,3,4,3,2,3,3,3,4,4,4,4,4,3,3,4,27,36,25,33,28,36
3,4,2,2,2,4,2,2,3,3,3,3,3,3,3,3,3,4,2,3,4,3,2,3,4,3,3,2,3,4,3,4,4,3,3,2,4,4,4,2,4,4,3,4,4,4,2,4,4,4,3,3,3,3,3,3,3,2,3,2,27,30,31,33,37,28
3,2,3,3,1,3,3,2,2,3,2,2,3,3,3,3,3,3,3,2,3,2,4,2,4,3,3,3,3,3,3,3,2,3,2,2,3,3,2,4,4,3,4,3,4,3,3,4,3,4,3,3,2,2,2,3,3,3,3,2,25,27,30,27,35,26
4,1,2,3,2,3,2,2,2,3,2,2,3,1,2,2,3,3,4,2,3,3,2,3,3,2,2,2,2,3,3,3,2,3,1,1,1,3,1,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,24,24,25,20,30,30
3,3,3,4,3,2,3,3,3,2,3,3,3,3,1,2,3,3,2,4,4,3,4,4,3,5,2,4,3,3,3,3,1,3,2,3,3,3,1,1,2,2,3,3,3,2,3,3,3,2,2,2,2,3,2,3,3,3,2,2,29,27,35,23,26,24
3,2,3,2,2,3,2,3,2,3,3,3,2,4,1,3,4,3,4,2,4,3,3,3,2,3,4,4,3,4,3,4,2,4,2,3,4,3,3,4,4,5,4,5,5,4,1,4,4,5,3,3,3,3,2,2,2,3,2,4,25,29,33,32,41,27
3,3,4,4,3,4,4,3,2,3,2,3,3,1,2,2,4,4,2,2,3,1,3,4,3,2,2,3,3,3,4,3,2,5,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,33,25,27,33,29,40
4,3,3,2,4,3,4,4,3,4,3,4,4,3,2,3,4,4,3,3,3,4,3,2,4,4,4,3,3,4,3,4,3,4,2,2,2,2,2,1,4,4,4,4,4,4,2,4,4,4,3,4,3,3,3,3,3,3,3,3,34,33,34,25,38,31
4,3,4,3,2,2,5,4,4,4,3,3,3,3,3,2,3,3,4,3,3,3,2,3,3,4,2,3,2,3,2,3,2,3,1,2,1,2,2,2,3,4,3,4,3,4,3,4,3,4,3,3,3,3,2,2,2,2,2,3,35,30,28,20,35,25
4,3,3,3,4,3,3,3,4,3,3,4,2,3,3,2,3,4,3,2,4,3,4,4,3,4,4,4,4,4,3,3,3,3,3,3,2,4,3,4,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,3,4,3,33,29,38,31,38,32
2,3,4,4,3,4,3,3,3,3,3,2,2,1,3,3,3,3,3,3,5,4,3,5,4,4,3,4,3,4,4,4,4,3,4,4,4,3,3,3,2,2,2,2,2,2,4,2,1,2,4,4,4,4,4,4,4,3,4,4,32,26,39,36,21,39
3,3,3,2,3,3,3,5,5,3,2,2,3,3,4,3,2,3,4,1,4,4,2,3,4,4,3,3,2,3,3,3,2,3,3,2,3,3,2,2,3,3,2,3,3,3,3,3,3,3,2,2,2,2,2,3,4,2,2,2,33,27,32,26,29,23
3,3,4,3,1,1,2,3,3,4,3,4,3,4,3,4,4,3,4,3,2,3,1,2,3,2,2,3,3,3,5,4,3,4,3,3,4,4,4,4,1,2,2,2,2,2,4,2,2,2,3,3,3,3,3,4,3,3,3,3,27,35,24,38,21,31
1,2,2,3,3,3,3,3,2,2,4,3,3,5,3,4,3,4,4,3,2,2,3,3,3,3,3,2,3,3,3,4,3,2,3,2,3,3,3,4,4,4,4,4,4,3,2,4,4,4,3,2,2,3,2,3,2,3,2,3,24,36,27,30,37,25
1,2,2,2,2,2,2,1,1,2,4,4,3,4,3,3,3,4,3,4,3,3,2,3,2,3,4,3,4,4,2,1,2,2,1,2,2,1,2,1,4,4,4,4,4,4,2,4,4,4,3,3,3,2,3,2,3,2,2,3,17,35,31,16,38,26
4,4,3,5,2,4,3,3,3,3,2,3,1,4,3,3,4,3,4,3,4,4,3,4,3,5,4,3,3,3,3,4,3,3,3,1,3,4,2,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,2,3,3,2,3,34,30,36,29,27,26
2,4,4,4,2,3,3,3,3,4,4,3,1,3,4,4,4,3,3,3,4,3,3,2,4,3,3,3,3,3,3,3,1,2,2,2,2,3,2,1,2,2,3,2,2,3,4,3,3,4,3,2,3,3,2,3,2,3,3,3,32,32,31,21,28,27
2,2,3,3,3,4,2,4,2,3,4,4,2,3,4,3,3,4,4,3,4,2,2,3,3,4,3,3,2,3,2,2,2,3,2,2,2,3,3,2,3,3,3,3,3,3,4,4,3,3,3,2,2,2,2,2,3,2,2,2,28,34,29,23,32,22
2,3,2,2,2,4,2,1,3,4,2,3,2,3,2,3,4,4,3,4,3,3,3,3,5,4,2,2,1,3,3,3,3,3,2,2,3,3,2,2,4,4,3,3,4,3,2,4,3,3,2,2,2,2,3,2,2,2,1,2,25,30,29,26,33,20
3,2,3,2,4,3,2,2,3,4,4,4,3,3,3,3,3,3,4,3,2,2,2,3,2,4,3,2,3,3,2,2,2,4,2,2,2,2,3,3,4,5,5,5,5,5,1,4,4,5,3,2,2,2,3,2,2,3,3,3,28,33,26,24,43,25
2,3,4,5,3,4,3,3,4,2,4,4,3,4,4,4,2,3,4,4,4,3,3,4,3,3,3,4,3,4,4,3,3,4,3,4,3,2,3,3,4,4,3,4,4,3,2,4,4,5,3,3,2,3,3,2,3,2,2,4,33,36,34,32,37,27
2,2,2,2,1,3,4,3,3,3,4,4,5,3,5,4,4,4,4,5,4,3,2,4,3,4,3,3,3,3,3,3,2,3,3,2,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,25,42,32,27,31,30
2,2,2,3,4,4,4,2,3,3,4,3,2,2,2,3,3,4,3,3,4,3,3,3,4,3,3,3,3,3,4,4,4,4,3,3,4,4,3,2,4,3,3,3,3,4,3,3,3,3,2,2,2,2,3,2,3,2,2,3,29,29,32,35,32,23
5,3,3,2,4,2,4,4,3,4,4,3,3,3,3,3,3,2,3,4,3,4,3,4,4,4,3,3,2,3,2,4,3,4,3,3,3,2,3,4,4,3,4,4,4,3,3,3,3,4,2,3,3,2,3,3,2,3,3,3,34,31,33,31,35,27
3,3,3,3,2,2,4,3,4,3,4,2,3,3,3,2,3,4,2,4,5,3,2,4,4,4,3,2,4,4,2,3,3,3,2,3,3,3,2,2,4,3,4,4,3,3,3,4,4,3,3,3,3,3,3,2,3,3,3,3,30,30,35,26,35,29
3,1,2,4,2,4,2,4,3,3,1,3,2,3,3,4,2,3,3,2,3,1,1,3,3,4,2,3,3,1,3,3,2,3,2,3,3,2,2,3,4,4,4,4,4,4,2,5,3,4,3,4,4,3,4,4,4,3,4,4,28,26,24,26,38,37
2,3,3,4,4,2,3,2,3,3,3,3,3,3,3,2,4,4,4,4,3,2,3,2,3,2,2,3,2,2,4,5,3,3,4,3,4,4,3,4,4,5,4,5,4,5,1,5,5,5,3,4,4,4,3,3,4,4,4,3,29,33,24,37,43,36
3,2,4,3,2,3,2,2,3,4,3,3,3,2,4,3,2,3,3,2,1,3,1,3,3,2,2,1,3,3,3,3,4,3,3,2,3,2,3,3,2,2,2,2,2,2,4,3,3,2,5,5,5,4,5,4,4,5,5,4,28,28,22,29,24,46
3,2,1,3,2,2,2,2,2,2,2,3,1,3,3,2,2,2,3,3,3,2,2,4,3,3,3,4,4,2,2,2,2,3,3,2,2,3,2,2,3,3,3,3,3,2,3,3,2,3,2,1,1,1,2,2,2,1,1,2,21,24,30,23,28,15
3,4,2,3,3,4,4,4,4,4,4,3,3,3,2,3,3,3,3,3,4,3,3,2,3,3,3,3,2,3,3,3,5,4,4,3,3,4,4,3,4,4,3,4,4,3,3,4,4,4,3,2,3,2,2,2,2,1,2,2,35,30,29,36,37,21
3,3,3,4,3,3,4,4,3,2,4,3,3,4,2,4,3,4,3,2,4,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,2,4,4,3,4,4,4,3,4,3,4,3,3,3,3,3,3,3,2,3,3,32,32,25,31,37,29
2,2,3,3,2,3,2,1,3,4,5,3,3,4,4,4,4,4,3,4,3,2,3,4,4,4,3,3,3,3,4,4,4,4,5,5,4,4,4,3,4,3,3,4,3,4,3,3,4,3,3,3,2,3,2,3,3,3,3,3,25,38,32,41,34,28
3,2,4,3,5,3,3,3,4,3,3,3,3,3,2,3,3,3,4,3,3,2,2,3,4,3,2,3,2,2,4,3,3,3,2,3,3,4,4,3,3,3,4,4,3,4,3,4,4,4,2,2,3,3,2,3,3,2,2,2,33,30,26,32,36,24
3,3,2,2,2,2,2,3,4,3,3,3,1,2,2,2,2,4,2,2,4,3,4,4,4,5,3,3,4,4,2,3,1,2,2,3,2,3,3,1,3,3,3,3,3,2,3,3,3,3,3,4,4,3,3,4,3,2,3,4,26,23,38,22,29,33
3,3,2,2,3,3,3,3,3,3,2,3,4,3,3,3,3,2,3,3,4,3,3,4,3,4,3,2,3,4,3,4,3,4,2,2,2,2,2,4,3,3,2,3,2,3,4,2,2,2,3,3,3,3,3,3,4,2,2,3,28,29,33,28,26,29
2,2,4,2,3,3,2,2,2,3,3,2,3,2,3,3,3,5,3,2,2,2,2,2,3,3,3,3,2,3,2,3,5,4,2,3,3,4,3,3,3,4,3,4,4,3,3,4,4,4,2,3,2,3,3,2,3,2,2,2,25,29,25,32,36,24
2,2,3,3,1,2,3,3,3,3,2,2,2,3,3,3,3,3,3,4,4,2,3,3,3,3,2,3,3,3,3,3,2,3,2,3,2,2,3,3,4,5,4,4,5,3,2,5,5,4,2,1,3,2,2,2,2,1,1,2,25,28,29,26,41,18
3,1,3,4,1,3,3,3,3,2,3,3,3,2,3,4,2,3,3,3,3,2,3,2,3,3,1,1,2,3,4,3,3,4,3,4,2,4,2,2,3,4,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,3,3,26,29,23,31,32,37
1,3,4,5,1,5,3,3,2,3,4,4,4,4,5,4,4,3,4,4,4,3,3,4,4,3,3,3,3,4,4,3,3,3,3,3,3,3,4,2,4,4,3,4,4,4,2,3,3,4,3,3,3,4,3,3,3,3,3,4,30,40,34,31,35,32
4,3,2,3,1,3,3,2,2,3,2,3,2,2,1,2,3,2,2,1,3,3,4,3,4,4,5,4,4,3,3,3,3,4,3,4,4,3,3,3,3,2,2,3,3,3,4,3,1,3,3,3,3,3,3,2,3,2,2,3,26,20,37,33,27,27
3,3,4,2,2,3,3,3,3,3,4,5,3,4,4,4,3,4,4,3,3,3,2,2,4,4,3,2,3,3,3,4,3,3,4,2,3,4,2,2,3,2,2,2,2,2,4,2,1,2,3,2,2,2,2,2,2,3,3,4,29,38,29,30,22,25
3,3,2,2,2,4,4,2,3,1,3,3,3,4,4,4,4,4,4,3,5,3,4,4,3,3,2,3,3,2,2,4,3,4,2,2,3,3,3,3,4,5,4,5,4,4,2,4,3,4,4,3,4,3,3,3,3,2,3,3,26,36,32,29,39,31
4,4,4,5,3,3,4,5,5,4,2,2,3,2,1,2,3,1,2,2,4,3,4,4,3,3,3,2,4,4,5,4,3,3,4,3,4,4,4,3,3,4,4,4,3,3,2,4,3,3,3,3,4,3,3,3,3,4,3,3,41,20,34,37,33,32
3,4,5,4,2,2,2,3,3,4,3,1,2,3,3,3,3,4,2,3,3,3,3,3,4,3,4,3,3,3,4,2,2,4,3,2,3,3,3,2,3,2,2,2,3,3,3,3,2,2,3,3,2,2,3,2,2,3,3,3,32,27,32,28,25,26
3,2,3,3,3,2,2,2,1,3,3,5,3,3,3,4,2,4,4,3,3,3,4,3,4,4,3,4,4,3,3,3,2,3,2,2,3,2,2,3,4,3,2,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,4,4,24,34,35,25,30,35
1,2,2,3,2,2,3,2,2,4,3,4,3,3,3,4,4,4,5,2,4,2,3,3,3,3,2,2,2,4,3,3,4,3,3,2,3,3,3,3,2,3,2,2,3,2,4,3,2,2,4,3,5,4,4,4,3,2,4,4,23,35,28,30,25,37
1,1,2,3,2,3,2,2,3,4,4,3,2,2,3,4,3,3,2,3,4,3,3,3,3,5,4,4,3,4,3,1,3,2,1,2,3,2,1,3,2,2,2,3,3,2,4,2,2,2,4,4,3,4,4,4,4,3,3,4,23,29,36,21,24,37
1,3,1,2,2,2,2,2,2,3,4,3,2,4,4,5,4,4,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2,3,3,3,3,20,36,30,27,31,28
4,3,3,4,3,2,4,3,3,2,2,3,2,3,2,3,3,2,2,2,3,2,3,3,3,4,2,2,3,3,4,5,4,5,4,4,4,5,4,5,2,2,2,2,3,2,4,1,1,1,2,2,2,2,2,2,2,2,2,3,31,24,28,44,20,21
