"v1.1","v1.2","v1.3","v1.4","v1.5","v1.6","v1.7","v1.8","v1.9","v1.10","v2.1","v2.2","v2.3","v2.4","v2.5","v2.6","v2.7","v2.8","v2.9","v2.10","v3.1","v3.2","v3.3","v3.4","v3.5","v3.6","v3.7","v3.8","v3.9","v3.10","v4.1","v4.2","v4.3","v4.4","v4.5","v4.6","v4.7","v4.8","v4.9","v4.10","v5.1","v5.2","v5.3","v5.4","v5.5","v5.6","v5.7","v5.8","v5.9","v5.10","v6.1","v6.2","v6.3","v6.4","v6.5","v6.6","v6.7","v6.8","v6.9","v6.10","v1","v2","v3","v4","v5","v6"
3,3,2,2,1,3,3,2,2,2,3,2,3,3,2,3,2,3,3,3,5,3,5,3,3,3,4,4,4,4,4,3,4,3,4,4,3,4,2,3,3,3,2,3,3,2,3,3,3,3,3,3,4,3,4,4,3,3,4,4,23,27,38,34,28,35
3,2,3,3,3,3,2,1,3,3,3,4,3,3,4,4,4,4,4,3,3,3,4,3,3,5,3,4,3,4,3,5,4,4,4,3,3,3,5,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,26,36,35,38,29,31
4,3,4,4,4,4,3,4,4,4,3,3,4,3,5,3,2,2,3,2,3,4,4,5,4,3,3,3,3,4,2,2,2,2,3,1,2,3,2,1,3,2,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,4,38,30,36,20,29,28
4,2,3,3,4,3,4,4,2,3,3,3,2,3,2,3,3,3,3,3,3,2,2,3,3,3,4,3,2,3,2,4,3,4,3,3,2,3,4,2,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,3,2,2,3,32,28,28,30,31,22
2,3,4,4,4,3,2,3,2,4,3,2,2,3,3,3,3,4,1,2,4,2,4,3,2,4,3,3,3,4,3,5,3,4,4,4,3,4,3,4,4,4,3,4,4,3,2,3,4,4,3,2,2,2,3,2,3,2,2,2,31,26,32,37,35,23
4,3,4,4,2,2,3,2,5,5,3,3,3,3,2,2,4,2,3,2,4,3,2,2,2,3,3,1,3,3,4,3,4,4,3,4,3,4,4,4,3,3,2,3,3,2,3,3,3,3,2,2,3,2,2,2,3,2,3,2,34,27,26,37,28,23
3,2,3,4,3,3,2,3,2,3,3,3,4,4,5,3,4,3,3,2,3,4,2,3,3,3,2,4,4,3,2,3,2,3,4,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,3,2,28,34,31,29,27,22
3,4,3,4,3,3,4,3,3,4,3,3,3,3,4,3,3,4,2,2,4,4,2,3,4,2,2,2,3,3,4,4,3,3,3,3,3,4,3,3,4,3,3,4,4,4,3,4,3,3,2,1,1,2,2,2,1,1,1,2,34,30,29,33,35,15
3,2,3,2,3,4,4,4,4,3,4,4,4,4,2,3,4,3,4,5,2,3,3,3,4,2,2,2,2,4,3,3,3,3,3,4,2,3,2,4,3,2,2,2,2,3,3,3,3,3,2,2,1,2,2,2,2,2,2,2,32,37,27,30,26,19
4,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,2,4,3,3,4,4,3,2,3,4,4,4,3,4,2,3,3,2,3,3,3,3,3,3,2,1,1,1,2,1,4,2,2,2,2,2,2,2,2,3,2,2,3,3,33,31,35,28,18,23
4,3,4,2,4,3,3,3,4,3,4,3,4,5,3,3,4,3,4,3,5,3,3,4,3,3,3,3,2,3,3,2,2,3,3,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,1,2,2,1,2,1,33,36,32,27,30,15
3,3,3,3,3,3,3,3,3,3,3,2,4,2,3,3,2,3,3,3,2,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3,4,3,2,4,4,4,4,4,5,2,4,4,4,2,2,1,1,2,2,1,2,2,3,30,28,31,31,39,18
4,4,4,3,4,3,2,3,3,4,5,3,3,3,2,3,4,2,3,4,2,3,3,3,4,2,3,4,4,5,2,2,4,2,3,3,3,4,3,2,4,4,4,4,4,3,2,4,4,3,2,2,1,1,2,2,1,1,1,2,34,32,33,28,36,15
3,3,2,3,3,5,3,4,3,3,3,2,3,3,2,3,3,2,2,2,4,4,5,4,3,4,3,3,3,4,3,3,2,4,4,4,4,3,3,2,4,4,3,4,3,3,3,4,4,4,2,2,3,2,3,3,2,2,3,3,32,25,37,32,36,25
2,3,3,2,2,3,3,1,2,3,3,3,4,3,3,2,4,4,3,4,4,2,2,2,3,2,2,3,3,3,3,4,3,4,4,4,2,2,4,4,4,4,3,4,4,4,2,4,4,4,3,3,3,2,3,2,2,2,3,3,24,33,26,34,37,26
4,4,5,4,3,4,4,4,4,4,3,3,4,2,1,3,2,3,2,1,5,3,3,4,4,3,5,4,3,3,3,4,3,3,3,2,4,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,2,2,3,3,3,40,24,37,31,29,26
2,2,3,3,3,4,4,3,4,3,2,2,3,3,2,2,2,2,3,1,3,2,2,3,3,3,2,2,2,4,2,3,2,2,4,4,2,2,3,3,5,5,5,5,5,4,1,5,5,5,2,2,2,2,2,2,2,2,2,2,31,22,26,27,45,20
5,2,3,4,1,3,3,2,4,3,4,3,3,4,3,2,5,2,2,4,4,4,4,3,3,2,3,3,3,4,1,3,3,2,2,2,1,2,2,3,2,3,3,3,3,2,4,3,3,3,3,3,3,2,2,3,3,2,3,3,30,32,33,21,29,27
4,4,4,2,4,4,3,4,4,5,3,4,3,3,3,4,4,4,2,3,4,3,3,2,2,2,4,2,4,3,2,2,3,3,2,3,2,3,3,3,3,4,4,4,4,4,3,4,3,3,2,2,2,2,1,2,2,2,2,2,38,33,29,26,36,19
4,4,4,5,4,3,3,3,3,3,2,2,2,3,4,2,4,2,2,3,3,4,3,3,3,4,4,2,4,4,3,3,3,3,4,3,3,4,2,4,4,4,4,4,4,4,2,4,4,4,2,2,2,2,2,2,2,1,2,3,36,26,34,32,38,20
3,4,4,3,3,4,4,4,4,4,3,2,2,2,3,3,4,3,4,3,3,3,3,2,2,3,3,3,3,4,3,4,3,2,2,4,3,2,4,2,3,3,3,4,3,3,3,4,3,3,2,2,2,2,3,2,2,2,3,3,37,29,29,29,32,23
