"v1.1","v1.2","v1.3","v1.4","v1.5","v1.6","v1.7","v1.8","v1.9","v1.10","v2.1","v2.2","v2.3","v2.4","v2.5","v2.6","v2.7","v2.8","v2.9","v2.10","v3.1","v3.2","v3.3","v3.4","v3.5","v3.6","v3.7","v3.8","v3.9","v3.10","v4.1","v4.2","v4.3","v4.4","v4.5","v4.6","v4.7","v4.8","v4.9","v4.10","v5.1","v5.2","v5.3","v5.4","v5.5","v5.6","v5.7","v5.8","v5.9","v5.10","v6.1","v6.2","v6.3","v6.4","v6.5","v6.6","v6.7","v6.8","v6.9","v6.10","v1","v2","v3","v4","v5","v6"
3,3,4,1,3,4,3,2,3,4,2,3,2,4,3,3,4,3,3,3,3,4,4,4,2,3,3,3,4,2,2,3,4,3,2,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,3,3,2,3,3,2,30,30,32,29,30,26
3,3,4,3,3,5,3,4,3,4,2,2,2,2,3,2,3,4,2,1,3,3,4,3,2,4,3,2,3,4,3,2,2,3,3,3,3,3,3,2,4,4,3,3,3,4,2,3,4,4,3,3,3,3,3,3,3,3,3,3,35,23,31,27,34,30
4,4,4,3,4,4,4,5,5,4,2,4,3,3,3,3,4,3,3,2,3,2,1,2,2,2,3,2,3,3,2,4,4,3,3,2,3,3,2,3,5,4,4,4,4,4,2,4,4,4,2,3,3,2,2,2,2,3,2,2,41,30,23,29,39,23
2,3,3,3,3,2,2,3,3,4,3,3,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,4,5,3,4,4,4,2,4,3,4,2,2,2,2,3,2,4,2,2,3,3,3,4,3,3,2,2,3,3,3,28,26,30,37,24,29
2,2,2,1,2,2,2,2,3,2,4,5,3,3,3,4,4,3,4,3,3,3,3,3,2,3,3,1,3,4,2,4,4,3,4,4,4,3,4,3,3,3,4,4,3,4,2,4,4,3,2,2,3,3,3,3,3,3,3,2,20,36,28,35,34,27
3,2,4,2,3,2,4,3,3,4,2,4,2,2,4,3,5,4,4,2,3,4,3,4,2,3,4,3,2,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,2,4,3,3,4,3,3,30,32,32,29,31,33
2,3,3,3,3,2,3,2,3,3,2,3,2,3,3,3,4,1,3,2,3,4,3,4,2,4,4,2,3,4,4,3,3,3,3,4,4,2,3,4,1,2,2,3,2,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,27,26,33,33,23,29
2,3,4,3,3,2,3,3,4,3,2,2,3,2,2,3,3,2,3,3,3,2,1,3,2,2,2,2,2,1,3,3,4,4,3,3,4,4,3,3,4,4,4,4,3,4,2,4,3,4,3,3,3,3,4,3,3,3,3,3,30,25,20,34,36,31
3,2,3,2,4,3,3,3,3,4,1,3,2,1,3,1,3,1,3,2,4,3,4,2,4,3,3,2,4,3,3,3,3,3,4,3,3,3,2,2,5,4,4,5,4,5,2,4,4,4,3,2,2,2,3,3,3,3,3,3,30,20,32,29,41,27
3,3,4,3,2,3,3,3,3,3,3,4,4,3,5,3,4,5,2,3,2,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3,2,3,3,2,5,5,5,4,5,4,1,4,5,4,2,2,3,2,2,3,2,3,3,2,30,36,25,28,42,24
3,3,3,2,4,4,3,3,4,4,1,3,3,2,3,3,4,3,2,3,4,4,3,4,3,3,4,3,3,3,2,2,3,3,3,3,2,2,2,3,4,3,4,3,3,3,3,4,4,3,4,4,4,3,2,3,2,3,2,2,33,27,34,25,34,29
3,3,4,3,3,2,2,3,2,3,3,3,3,3,2,3,2,4,3,3,2,3,2,3,2,3,4,4,2,2,3,4,4,4,4,4,4,3,3,3,3,3,3,3,4,2,3,3,3,4,3,2,1,1,2,2,2,2,2,2,28,29,27,36,31,19
2,3,2,2,4,3,3,3,2,2,2,3,2,2,3,4,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,4,5,4,3,3,4,3,4,4,3,2,2,2,2,3,4,2,2,3,3,3,4,4,3,4,3,4,3,3,26,29,29,37,25,34
3,2,4,3,2,3,2,2,2,3,2,2,2,3,4,3,2,2,3,3,3,3,2,3,3,2,4,3,3,3,5,2,4,3,3,4,3,2,3,4,3,4,3,4,4,3,3,3,4,3,2,2,3,2,2,3,2,3,2,2,26,26,29,33,34,23
3,3,4,3,3,3,3,3,3,4,3,4,3,3,4,4,3,3,3,3,4,3,3,3,3,4,3,2,4,3,3,3,2,4,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,2,32,33,32,33,31,28
4,5,4,3,3,4,3,4,4,5,3,3,2,2,3,4,3,3,3,3,4,3,3,3,2,2,2,2,2,3,3,3,3,2,3,4,3,2,4,4,2,2,2,2,3,2,4,2,2,2,2,3,2,1,2,2,2,2,1,2,39,29,26,31,23,19
4,3,4,3,4,3,4,3,3,5,3,4,3,4,3,3,4,3,2,3,4,2,3,3,1,4,2,4,3,3,4,3,4,3,3,4,3,3,3,2,4,3,4,3,4,3,2,4,3,3,2,2,2,2,2,2,1,3,2,2,36,32,29,32,33,20
5,4,4,3,4,4,3,4,4,4,3,2,3,3,3,2,3,2,3,3,3,3,4,2,4,3,2,1,2,3,3,2,2,2,3,3,2,2,2,1,3,2,3,2,2,3,4,3,2,3,4,4,4,3,3,3,3,4,3,3,39,27,27,22,27,34
3,2,3,2,4,3,3,3,5,3,4,2,3,3,3,3,4,2,4,3,3,3,3,4,2,4,4,3,3,3,2,3,4,4,2,4,5,3,3,3,4,3,4,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,2,2,31,31,32,33,31,29
2,2,3,3,3,4,2,2,4,3,1,3,3,2,2,4,2,3,3,2,3,3,4,4,4,3,3,3,3,3,3,4,4,3,5,3,3,4,3,2,4,3,4,3,4,4,3,3,4,4,3,3,2,2,2,2,2,3,2,2,28,25,33,34,36,23
3,3,3,2,2,3,2,2,3,3,3,3,3,3,3,2,2,3,3,2,4,3,4,4,3,3,3,2,4,4,3,5,3,3,3,3,3,4,4,2,2,2,2,2,2,3,3,2,2,3,2,2,3,2,2,2,2,3,2,2,26,27,34,33,23,22
4,4,3,3,4,4,3,4,3,5,3,4,4,4,4,3,5,3,4,3,2,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,3,2,2,3,3,3,2,3,3,3,3,3,2,2,37,37,29,29,24,27
4,4,3,3,2,3,3,1,3,4,2,4,4,3,3,4,2,2,3,3,3,1,4,3,3,3,2,3,4,4,2,3,3,2,2,4,4,3,4,2,4,3,3,3,3,3,3,3,4,4,1,1,2,1,1,1,1,1,1,1,30,30,30,29,33,11
3,4,3,2,2,3,3,2,2,3,2,3,1,2,3,4,3,3,2,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4,4,4,2,2,2,2,2,2,4,2,2,2,3,3,2,1,2,2,1,2,1,1,27,25,31,34,22,18
2,2,2,2,4,3,3,3,3,3,4,5,4,2,3,4,5,3,4,4,3,3,2,4,3,4,4,3,4,4,3,2,3,4,4,3,3,1,3,2,4,4,4,5,4,4,1,4,4,5,3,3,2,3,3,3,2,3,3,3,27,38,34,28,39,28
3,5,2,3,2,3,3,3,3,5,2,4,4,4,2,3,4,4,2,3,2,2,1,3,2,3,1,2,2,2,2,2,3,2,2,3,2,3,3,3,3,2,3,2,3,3,3,3,2,3,4,3,4,3,3,4,3,3,3,4,32,32,20,25,27,34
2,2,3,3,2,3,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,4,2,3,2,3,2,2,3,2,3,3,5,4,2,2,3,3,3,3,4,3,3,3,3,3,1,1,3,1,2,2,2,2,1,1,24,27,28,28,31,16
3,2,3,3,4,4,4,4,4,4,3,5,3,4,5,4,4,3,4,3,2,2,3,2,1,2,3,3,2,3,4,3,4,2,4,3,4,3,5,4,4,3,4,4,4,3,2,3,3,3,4,2,3,3,3,3,2,3,2,2,35,38,23,36,33,27
3,2,3,3,3,2,4,4,3,4,3,3,4,3,2,4,3,4,3,2,3,2,3,4,3,3,5,3,3,4,4,3,3,4,3,3,3,3,4,3,2,3,2,3,3,3,3,3,3,3,2,2,3,2,3,3,2,3,2,2,31,31,33,33,28,24
3,4,3,2,3,2,2,4,4,4,3,5,4,4,3,3,4,3,4,2,3,3,4,2,1,2,4,3,3,2,3,4,4,4,4,3,5,3,4,3,2,2,2,2,2,2,3,2,2,3,3,2,1,2,3,2,2,3,3,2,31,35,27,37,22,23
3,2,2,1,2,3,1,2,3,3,3,3,4,4,4,4,3,5,3,3,3,3,3,2,3,3,3,2,2,2,3,3,4,3,3,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,2,3,2,2,22,36,26,32,30,23
4,3,2,1,4,3,2,3,1,3,3,4,3,4,2,3,3,2,4,4,2,4,3,3,2,5,4,3,3,2,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,2,3,4,4,3,2,3,3,3,2,2,3,3,2,26,32,31,36,37,26
3,3,3,4,4,4,4,4,3,4,2,2,2,3,2,3,2,2,3,3,3,2,3,3,2,3,1,2,2,2,3,3,3,2,3,3,4,4,2,3,4,4,3,3,3,4,2,4,4,4,2,1,2,2,2,3,2,3,2,2,36,24,23,30,35,21
3,2,3,3,2,2,2,3,2,2,1,4,3,4,5,4,5,5,4,2,3,4,3,3,3,3,3,2,3,4,4,3,3,4,4,3,4,3,4,4,3,3,3,3,3,3,3,4,3,3,2,2,2,1,2,2,2,2,2,1,24,37,31,36,31,18
3,3,3,3,4,4,3,3,4,4,5,3,3,3,3,3,3,4,3,2,2,3,4,3,3,4,3,3,3,3,3,3,4,3,3,5,3,4,4,3,4,3,3,4,3,3,2,3,3,3,3,2,3,2,3,1,2,3,2,2,34,32,31,35,31,23
1,3,3,3,3,4,2,1,2,3,3,4,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2,2,3,2,2,2,2,3,3,3,2,3,3,3,3,3,4,2,1,2,1,2,1,2,2,2,1,25,30,29,22,30,16
4,3,4,4,4,5,3,5,3,5,3,3,1,3,3,3,2,3,4,2,2,2,3,3,3,3,3,3,2,2,2,1,3,2,2,2,3,3,2,2,2,2,2,2,2,2,4,2,2,2,3,2,3,3,2,3,2,3,3,2,40,27,26,22,22,26
2,3,4,5,3,3,3,3,5,3,2,4,4,3,4,4,5,3,3,2,3,2,5,4,4,4,3,3,5,3,4,5,4,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,4,3,34,34,36,37,31,33
5,4,4,3,4,4,4,4,3,4,3,3,4,3,3,3,4,3,3,2,3,3,3,4,3,2,3,3,4,2,3,3,2,3,4,3,2,3,3,3,2,2,2,2,2,2,4,2,2,3,3,3,3,3,4,3,3,3,3,3,39,31,30,29,23,31
3,3,3,2,3,4,4,3,5,3,2,2,1,3,2,2,3,2,2,1,1,1,2,3,2,2,2,2,2,2,2,3,2,3,3,3,2,3,4,3,3,3,3,2,3,2,3,2,3,3,4,4,4,4,3,4,4,4,3,4,33,20,19,28,27,38
4,3,5,4,3,4,4,4,4,5,3,3,2,3,4,2,3,3,3,3,3,3,4,5,3,4,4,2,4,3,2,2,2,3,3,3,2,2,3,3,4,4,4,4,4,3,3,5,4,4,3,2,3,2,2,2,3,3,2,2,40,29,35,25,39,24
2,3,3,3,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,5,5,3,3,4,3,4,4,3,3,4,3,3,4,5,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,2,2,3,2,25,30,35,36,32,27
2,3,4,2,2,2,2,2,2,3,3,2,3,3,2,2,3,2,2,2,3,2,3,3,2,3,2,2,3,3,3,4,4,4,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,2,2,2,3,2,2,24,24,26,36,30,22
4,4,3,3,4,4,4,3,5,3,3,4,1,3,3,3,3,3,3,2,2,3,3,3,1,3,3,3,3,4,3,3,3,3,3,2,4,3,3,4,2,3,1,3,2,2,3,2,2,3,3,2,2,2,2,2,2,3,2,2,37,28,28,31,23,22
